calcium_label,calcium AUC,calcium response time,calcium_auc_w1,calcium_auc_w2,calcium_auc_w3,calcium_auc_norm_w1,calcium_auc_norm_w2,calcium_auc_norm_w3,calcium_active_time_w1,calcium_active_time_w2,calcium_active_time_w3,calcium_response_time_w1,calcium_response_time_w2,calcium_response_time_w3,calcium_auc_w2_w3,calcium_auc_norm_w2_w3,calcium_AUC_norm,calcium_baseline_F0,calcium_baseline_mean_dff,calcium_baseline_sd_dff
1,41.47722281888127,0.0,6.435517499689013,15.206186879426241,26.271035939455032,0.09326836956071033,0.2269580131257648,0.4041697836839236,69.0,67.0,65.0,0.0,0.0,0.06060606060606061,41.47722281888127,0.3142213849915248,0.3142213849915248,220.40147399902344,-0.016117194667458534,0.11346983909606934
2,55.64547972381115,0.25,4.701230484526604,19.98962114751339,35.65585857629776,0.06813377513806673,0.29835255444049835,0.548551670404581,69.0,67.0,65.0,0.0,0.25,0.9696969696969697,55.64547972381115,0.4215566645743269,0.4215566645743269,215.8545379638672,-0.01282503455877304,0.07789377123117447
3,24.350141663104296,0.0,2.8926885875407606,7.924773145467043,16.425368517637253,0.04192302300783711,0.11828019620100064,0.2526979771944193,69.0,67.0,65.0,0.0,0.0,0.4696969696969697,24.350141663104296,0.18447077017503255,0.18447077017503255,161.23020935058594,-0.006064309738576412,0.05138080567121506
4,63.60806353390217,0.7205882352941176,6.275888892821968,21.184183165431023,42.423880368471146,0.09095491149017344,0.3161818382900153,0.6526750825918638,69.0,67.0,65.0,0.0,0.7205882352941176,1.0,63.60806353390217,0.48187926919622853,0.48187926919622853,241.88897705078125,-0.003156108083203435,0.05431053787469864
5,17.632315907161683,0.0,3.340203728992492,5.314330448396504,12.317985458765179,0.04840874969554336,0.07931836490144036,0.18950746859638737,69.0,67.0,65.0,0.014285714285714285,0.0,0.030303030303030304,17.632315907161683,0.13357815081183094,0.13357815081183094,110.12274169921875,-0.013425305485725403,0.08906054496765137
6,5.894032045966014,0.0,5.143458289443515,4.711583886062726,1.1824481599032879,0.07454287376005095,0.07032214755317502,0.018191510152358276,69.0,67.0,65.0,0.0,0.0,0.0,5.894032045966014,0.04465175792398496,0.04465175792398496,238.37655639648438,0.038050778210163116,0.1847076714038849
7,48.118431866168976,0.5294117647058824,7.4680648017674685,18.104139357805252,30.014292508363724,0.10823282321402128,0.27021103519112316,0.46175834628251883,69.0,67.0,65.0,0.02857142857142857,0.5294117647058824,1.0,48.118431866168976,0.36453357474370435,0.36453357474370435,237.99246215820312,-0.016262110322713852,0.055722225457429886
8,20.5785493850708,0.0,2.2773595112375915,6.651547186076641,13.92700219899416,0.03300521030779118,0.09927682367278569,0.21426157229221784,69.0,67.0,65.0,0.0,0.0,0.07575757575757576,20.5785493850708,0.15589810140205151,0.15589810140205151,346.7274475097656,-0.01594242826104164,0.07477274537086487
9,26.859413703903556,0.0,5.408898157067597,10.688329620286822,16.171084083616734,0.07838982836329851,0.15952730776547497,0.24878590897871897,69.0,67.0,65.0,0.0,0.0,0.030303030303030304,26.859413703903556,0.2034804068477542,0.2034804068477542,120.28028869628906,0.00820578821003437,0.08683881163597107
10,50.14705494046211,0.014705882352941176,2.8981434460147284,11.1553565710783,38.99169836938381,0.04200207892774969,0.16649785926982538,0.5998722826059047,69.0,67.0,65.0,0.0,0.014705882352941176,0.9242424242424242,50.14705494046211,0.37990193136713724,0.37990193136713724,180.5023956298828,-0.003169156378135085,0.06737031042575836
11,29.808618737384677,0.0,2.7668303409591317,10.475265456363559,19.333353281021118,0.04009899044868307,0.15634724561736654,0.29743620432340184,69.0,67.0,65.0,0.0,0.0,0.045454545454545456,29.808618737384677,0.2258228692226112,0.2258228692226112,147.15383911132812,0.03025985136628151,0.1041540652513504
12,34.026660311967134,0.0,4.716755335801281,11.40602308884263,22.620637223124504,0.06835877298262726,0.17023915057974076,0.3480098034326847,69.0,67.0,65.0,0.0,0.0,0.22727272727272727,34.026660311967134,0.25777772963611467,0.25777772963611467,120.06379699707031,-0.005208633374422789,0.08598946034908295
13,20.954589676402975,0.0,3.258774156216532,7.688455913506914,13.266133762896061,0.047228610959659884,0.11475307333592409,0.20409436558301633,69.0,67.0,65.0,0.0,0.0,0.015151515151515152,20.954589676402975,0.15874689148790133,0.15874689148790133,108.99488067626953,0.0071422685869038105,0.07370775938034058
14,35.42344722151756,0.16176470588235295,5.214675921015441,13.222984701395035,22.200462520122528,0.07557501334804988,0.19735798061783635,0.3415455772326543,69.0,67.0,65.0,0.0,0.16176470588235295,0.9393939393939394,35.42344722151756,0.2683594486478603,0.2683594486478603,348.3522644042969,-0.007887125015258789,0.050447843968868256
15,32.47557433694601,0.0,13.378092553466558,13.428091641515493,19.047482695430517,0.1938853993256023,0.20041927823157452,0.29303819531431563,69.0,67.0,65.0,0.0,0.0,0.0,32.47557433694601,0.24602707831019704,0.24602707831019704,33.73709487915039,0.03007299080491066,0.3872877061367035
16,45.56481807306409,0.0,11.945090688765049,18.11150536313653,27.45331270992756,0.17311725635891376,0.2703209755692019,0.4223586570758086,69.0,67.0,65.0,0.0,0.0,0.0,45.56481807306409,0.345188015705031,0.345188015705031,160.11558532714844,0.09100538492202759,0.3930748403072357
17,61.95101659744978,0.0,17.411218769848347,27.972478836774826,33.97853776067495,0.2523365039108456,0.41749968413096755,0.5227467347796146,69.0,67.0,65.0,0.0,0.0,0.015151515151515152,61.95101659744978,0.4693258833140135,0.4693258833140135,148.5454559326172,0.09477762132883072,0.35791605710983276
18,52.17673601210117,0.45588235294117646,12.015755588188767,21.53693138062954,30.639804631471634,0.1741413853360691,0.32144673702432147,0.4713816097149482,69.0,67.0,65.0,0.04285714285714286,0.45588235294117646,0.9393939393939394,52.17673601210117,0.3952783031219786,0.3952783031219786,174.5286865234375,0.019922856241464615,0.06014448031783104
19,35.613434590399265,0.014705882352941176,2.8692795301321894,12.830056108534336,22.78337848186493,0.041583761306263615,0.19149337475424383,0.3505135151056143,69.0,67.0,65.0,0.0,0.014705882352941176,0.3333333333333333,35.613434590399265,0.26979874689696415,0.26979874689696415,176.6420440673828,-0.03408045694231987,0.08460847288370132
20,65.55585637688637,0.9117647058823529,7.953019323758781,24.46869519352913,41.08716118335724,0.11526114961969247,0.3652044058735691,0.6321101720516499,69.0,67.0,65.0,0.0,0.9117647058823529,1.0,65.55585637688637,0.4966352755824725,0.4966352755824725,163.32989501953125,0.00693240761756897,0.05471087247133255
21,24.201017601415515,0.0,3.645221316954121,7.66029267385602,16.540724927559495,0.052829294448610446,0.11433272647546298,0.254472691193223,69.0,67.0,65.0,0.0,0.0,0.015151515151515152,24.201017601415515,0.18334104243496602,0.18334104243496602,96.53286743164062,-0.010384052991867065,0.120748370885849
22,23.762106904760003,0.0,8.923916285857558,9.181059088557959,14.581047816202044,0.12933212008489214,0.13703073266504415,0.22432381255695452,69.0,67.0,65.0,0.0,0.0,0.0,23.762106904760003,0.180015961399697,0.180015961399697,44.448184967041016,0.03697483614087105,0.25946661829948425
23,23.73065868858248,0.0,4.314348256215453,8.981758096255362,14.748900592327118,0.0625267863219631,0.134056090988886,0.22690616295887875,69.0,67.0,65.0,0.0,0.0,0.0,23.73065868858248,0.17977771733774606,0.17977771733774606,158.7715301513672,0.003721027635037899,0.09713418781757355
24,37.2480345107615,0.0,15.248063948005438,19.89324825629592,17.35478625446558,0.22098643402906432,0.29691415307904356,0.26699671160716276,69.0,67.0,65.0,0.0,0.0,0.0,37.2480345107615,0.28218207962698105,0.28218207962698105,18.787145614624023,-0.01809951849281788,0.42441174387931824
25,17.318882917286828,0.0,2.922284252010286,5.035364502342418,12.28351841494441,0.04235194568130849,0.0751546940648122,0.18897720638376017,69.0,67.0,65.0,0.0,0.0,0.0,17.318882917286828,0.13120365846429416,0.13120365846429416,53.573768615722656,-0.0506475605070591,0.17498300969600677
