lif_path,lif_name,scene_idx,series_name,base_name,cell_id,cellpose_area_px,cell_area_px,num_nuclei,mbp_area_px,pdgfra_area_px,cnp_area_px,num_proc,num_branch3_px,num_branch4_px,avg_segment_len_px,area_ratio_union,perimeter_ratio_union,cell_perimeter_union_px,hull_perimeter_union_px,hull_area_union_px,area_ratio_mbp,perimeter_ratio_mbp,cell_perimeter_mbp_px,hull_perimeter_mbp_px,cell_area_mbp_px,hull_area_mbp_px,area_ratio_pdgfra,perimeter_ratio_pdgfra,cell_perimeter_pdgfra_px,hull_perimeter_pdgfra_px,cell_area_pdgfra_px,hull_area_pdgfra_px,area_ratio_cnp,perimeter_ratio_cnp,cell_perimeter_cnp_px,hull_perimeter_cnp_px,cell_area_cnp_px,hull_area_cnp_px,max_r_px,AUC,Imax,Rmax_px,CriticalValue,mbp_mean_in,mbp_mean_bg,mbp_int_ratio,pdg_mean_in,pdg_mean_bg,pdg_int_ratio,cnp_mean_in,cnp_mean_bg,cnp_int_ratio,scene_area_ratio_union,scene_perimeter_ratio_union,scene_area_ratio_mbp,scene_perimeter_ratio_mbp,scene_area_ratio_pdgfra,scene_perimeter_ratio_pdgfra,scene_area_ratio_cnp,scene_perimeter_ratio_cnp
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\HAMI_2602.lif,HAMI_2602,0,Image 1,HAMI_2602_S1_Image_1,1,82447,35207,1,38993,8240,33082,153,363,77,10.333333333333334,3.016133155338427,4.5055288980470065,7335.001046020527,1628.0,106189,2.745261970097197,4.721831810103795,7649.367532368147,1620.0,38993,107046,4.640412621359223,1.774423844534934,1898.6335136523794,1070.0,8240,38237,3.2096306148358624,4.542805489878097,7395.687337521542,1628.0,33082,106181,518,2557.5,20.0,235.0,255.0,225.83281614648783,122.0,1.8510886569384248,606.4916262135922,133.0,4.560087415139791,172.39529049029684,113.0,1.5256220397371403,2.270243325295561,3.6188419546986736,2.1331694059790345,3.8353343791709573,3.363973054154151,1.6547263315024514,2.455642832594608,3.629720405012889
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\HAMI_2602.lif,HAMI_2602,0,Image 1,HAMI_2602_S1_Image_1,2,6285,2039,0,0,2039,0,11,9,1,10.090909090909092,2.1108386463952917,1.1514528361132401,382.5208152801713,332.20710678118655,4304,,,0.0,0.0,0,0,2.1108386463952917,1.1514528361132401,382.5208152801713,332.20710678118655,2039,4304,,,0.0,0.0,0,0,105,162.5,6.0,15.0,45.588235294117645,127.32957332025502,122.0,1.0436850272152052,800.0853359489946,133.0,6.015679217661614,118.89651790093183,113.0,1.0521815743445295,2.270243325295561,3.6188419546986736,2.1331694059790345,3.8353343791709573,3.363973054154151,1.6547263315024514,2.455642832594608,3.629720405012889
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\HAMI_2602.lif,HAMI_2602,0,Image 1,HAMI_2602_S1_Image_1,3,124316,60487,2,73669,8609,59552,191,836,186,9.625,2.3566386165622366,6.263556343558349,11800.54015126393,1884.0,142546,1.9552593356771506,5.785759989571892,10946.657900270018,1892.0,73669,144042,7.275990242769195,1.089153926736643,1705.840620433566,1566.2071067811867,8609,62639,2.3936391724879096,6.397590746573301,12053.060966544099,1884.0,59552,142546,316,3637.5,33.0,115.0,155.0,245.41900935264493,122.0,2.0116312242020076,455.8462074573121,133.0,3.427415093664001,184.78971319183236,113.0,1.6353071963878971,2.270243325295561,3.6188419546986736,2.1331694059790345,3.8353343791709573,3.363973054154151,1.6547263315024514,2.455642832594608,3.629720405012889
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\HAMI_2602.lif,HAMI_2602,0,Image 1,HAMI_2602_S1_Image_1,4,6036,3380,1,2566,2927,640,5,9,2,22.0,1.2769230769230768,1.3943446599549127,435.03553390593277,312.0,4316,1.3335931410756041,1.4768677909993229,440.1066017177982,298.0,2566,3422,1.213529210796037,1.1934607365572045,324.62132034355966,272.0,2927,3552,1.69375,1.1426776695296637,182.82842712474618,160.0,640,1084,61,162.5,13.0,40.0,27.5,205.064302416212,122.0,1.6808549378378033,281.9801844892381,133.0,2.1201517630769784,144.2203125,113.0,1.2762859513274336,2.270243325295561,3.6188419546986736,2.1331694059790345,3.8353343791709573,3.363973054154151,1.6547263315024514,2.455642832594608,3.629720405012889
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\HAMI_2602.lif,HAMI_2602,0,Image 1,HAMI_2602_S1_Image_1,5,21081,9896,2,3753,8419,6039,47,129,27,7.125,1.9479587712206952,2.1554465129773743,1426.9055915910217,662.0,19277,2.4972022382094323,1.4704026606050415,738.1421356237308,502.0,3753,9372,2.090153224848557,1.9614673384118555,1298.4913780286483,662.0,8419,17597,2.4646464646464645,1.7308566523651339,1059.284271247462,612.0,6039,14884,219,507.5,7.0,75.0,109.8780487804878,171.88542499333866,122.0,1.4088969261749071,1282.755790473928,133.0,9.644780379503219,180.05895015731082,113.0,1.5934420367903612,2.270243325295561,3.6188419546986736,2.1331694059790345,3.8353343791709573,3.363973054154151,1.6547263315024514,2.455642832594608,3.629720405012889
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\HAMI_2602.lif,HAMI_2602,0,Image 1,HAMI_2602_S1_Image_1,6,8913,5094,0,4462,2906,3535,16,30,17,11.107142857142858,1.8810365135453475,1.8620026584527773,897.4852813742386,482.0,9582,1.6342447333034513,2.114980818594466,867.1421356237311,410.0,4462,7292,2.7615278733654507,1.2120634421795686,526.0355339059328,434.0,2906,8025,2.017821782178218,2.1657973115738542,879.3137084989849,406.0,3535,7133,135,332.5,7.0,15.0,65.0,227.97086508292244,122.0,1.8686136482206757,1536.856159669649,133.0,11.555309471200369,186.43309759547384,113.0,1.6498504211988836,2.270243325295561,3.6188419546986736,2.1331694059790345,3.8353343791709573,3.363973054154151,1.6547263315024514,2.455642832594608,3.629720405012889
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\HAMI_2602.lif,HAMI_2602,0,Image 1,HAMI_2602_S1_Image_1,7,76899,44053,1,47010,6028,43988,71,257,46,14.677777777777777,1.846934374503439,3.5399519766829917,4878.053823869162,1378.0,81363,1.7505211657094235,3.740101535050684,5191.260930650349,1388.0,47010,82292,3.7018911745189116,1.6582128995665744,1303.3553390593274,786.0,6028,22315,1.8496635446030736,3.531518507638318,4866.432503525602,1378.0,43988,81363,244,1572.5,23.0,145.0,120.0,400.088406721974,122.0,3.279413169852246,816.1461512939616,133.0,6.136437227774147,266.7346549058834,113.0,2.3604836717334816,2.270243325295561,3.6188419546986736,2.1331694059790345,3.8353343791709573,3.363973054154151,1.6547263315024514,2.455642832594608,3.629720405012889
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\HAMI_2602.lif,HAMI_2602,0,Image 1,HAMI_2602_S1_Image_1,8,28469,9683,1,0,1016,9683,20,42,8,13.114285714285714,1.8471548073944026,1.2723035649523762,923.6923881554251,726.0,17886,,,0.0,0.0,0,0,1.0433070866141732,0.9886729540169508,138.4142135623731,140.0,1016,1060,1.8471548073944026,1.2723035649523762,923.6923881554251,726.0,9683,17886,165,397.5,9.0,35.0,80.0,126.76546524837343,122.0,1.0390611905604379,202.56200787401573,133.0,1.5230226155941033,145.0562842094392,113.0,1.283683931056984,2.270243325295561,3.6188419546986736,2.1331694059790345,3.8353343791709573,3.363973054154151,1.6547263315024514,2.455642832594608,3.629720405012889
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\HAMI_2602.lif,HAMI_2602,0,Image 1,HAMI_2602_S1_Image_1,9,34889,13701,0,17857,7828,8283,63,163,44,8.688524590163935,2.4912780089044597,2.8563406515603176,2553.568542494924,894.0,34133,1.9588396707173656,3.4065515157245936,3059.083261120685,898.0,17857,34979,2.586356668369954,1.9737722850032378,1346.1126983722081,682.0,7828,20246,4.044669805625981,2.640983180881014,2308.219300090006,874.0,8283,33502,207,867.5,14.0,160.0,100.0,216.2123536988296,122.0,1.7722324073674556,941.0923607562596,133.0,7.0758824117012,151.1440299408427,113.0,1.3375577870871036,2.270243325295561,3.6188419546986736,2.1331694059790345,3.8353343791709573,3.363973054154151,1.6547263315024514,2.455642832594608,3.629720405012889
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\HAMI_2602.lif,HAMI_2602,0,Image 1,HAMI_2602_S1_Image_1,10,63624,33886,1,38355,6192,33507,130,485,149,8.571022727272727,1.863394912353184,5.213558904523696,5880.8944443027285,1128.0,63143,1.6512840568374396,5.099115493491772,5782.39696961967,1134.0,38355,63335,2.5059754521963824,1.9601286074437925,1176.0771644662755,600.0,6192,15517,1.8844719013937385,5.373563586593056,6061.379725676967,1128.0,33507,63143,162,1867.5,33.0,115.0,77.5,210.83277278060226,122.0,1.7281374818082151,747.3817829457364,133.0,5.619411901847642,193.9345211448354,113.0,1.7162347003967735,2.270243325295561,3.6188419546986736,2.1331694059790345,3.8353343791709573,3.363973054154151,1.6547263315024514,2.455642832594608,3.629720405012889
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\HAMI_2602.lif,HAMI_2602,0,Image 1,HAMI_2602_S1_Image_1,11,86235,45352,1,47692,7666,44942,105,283,55,13.47867298578199,2.21328717586876,3.6242414286659037,5516.0954544295055,1522.0,100377,2.134068606894238,4.062227153043221,6223.331998462214,1532.0,47692,101778,6.163188103313332,1.2182660463483,1379.0771644662755,1132.0,7666,47247,2.2302523252191713,3.5976880689008754,5475.681240867132,1522.0,44942,100232,224,1917.5,25.0,135.0,110.0,318.2302482596662,122.0,2.6084446578661167,1037.1626663188104,133.0,7.798215536231657,239.63633127141648,113.0,2.120675497977137,2.270243325295561,3.6188419546986736,2.1331694059790345,3.8353343791709573,3.363973054154151,1.6547263315024514,2.455642832594608,3.629720405012889
