lif_path,lif_name,scene_idx,series_name,base_name,cell_id,cellpose_area_px,cell_area_px,num_nuclei,mbp_area_px,pdgfra_area_px,cnp_area_px,num_proc,num_branch3_px,num_branch4_px,avg_segment_len_px,area_ratio_union,perimeter_ratio_union,cell_perimeter_union_px,hull_perimeter_union_px,hull_area_union_px,area_ratio_mbp,perimeter_ratio_mbp,cell_perimeter_mbp_px,hull_perimeter_mbp_px,cell_area_mbp_px,hull_area_mbp_px,area_ratio_pdgfra,perimeter_ratio_pdgfra,cell_perimeter_pdgfra_px,hull_perimeter_pdgfra_px,cell_area_pdgfra_px,hull_area_pdgfra_px,area_ratio_cnp,perimeter_ratio_cnp,cell_perimeter_cnp_px,hull_perimeter_cnp_px,cell_area_cnp_px,hull_area_cnp_px,max_r_px,AUC,Imax,Rmax_px,CriticalValue,mbp_mean_in,mbp_mean_bg,mbp_int_ratio,pdg_mean_in,pdg_mean_bg,pdg_int_ratio,cnp_mean_in,cnp_mean_bg,cnp_int_ratio,scene_area_ratio_union,scene_perimeter_ratio_union,scene_area_ratio_mbp,scene_perimeter_ratio_mbp,scene_area_ratio_pdgfra,scene_perimeter_ratio_pdgfra,scene_area_ratio_cnp,scene_perimeter_ratio_cnp
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\MDL_1104.lif,MDL_1104,0,Image 1,MDL_1104_S1_Image_1,1,31493,16495,2,42,1659,16010,60,170,32,8.7984496124031,1.9528948166110942,2.6733380717197464,2336.4974746830585,874.0,32213,137.5952380952381,0.041874430149357926,23.207106781186546,554.2071067811866,42,5779,12.006630500301386,0.7942944237920142,556.0060966544099,700.0,1659,19919,1.991630231105559,2.562313433383439,2239.4619407771256,874.0,16010,31886,148,827.5,16.0,80.0,72.5,265.3095238095238,139.0,1.908701610140459,154.91440626883664,137.0,1.1307620895535522,205.9262960649594,131.0,1.5719564585111403,1.8753072578427432,2.3785094000347566,2.6363661691911924,2.273292883813809,3.626375575666702,1.6714986796815943,2.0424538667585272,2.0849945546438797
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\MDL_1104.lif,MDL_1104,0,Image 1,MDL_1104_S1_Image_1,2,14913,8446,2,0,8401,61,20,64,7,11.340425531914894,1.6225432157234194,2.1498750554664317,1117.9350288425444,520.0,13704,,,0.0,0.0,0,0,1.6312343768598976,2.1152596708510467,1099.9350288425444,520.0,8401,13704,1.5245901639344261,0.8100519244958997,35.0,43.207106781186546,61,93,101,347.5,18.0,55.0,47.5,131.64136869524035,139.0,0.947060206440578,279.9120342816331,137.0,2.0431535349024315,169.7377049180328,131.0,1.2957076711300213,1.8753072578427432,2.3785094000347566,2.6363661691911924,2.273292883813809,3.626375575666702,1.6714986796815943,2.0424538667585272,2.0849945546438797
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\MDL_1104.lif,MDL_1104,0,Image 1,MDL_1104_S1_Image_1,3,26845,8962,1,4,3358,6036,94,161,46,5.8936170212765955,2.931042178085249,2.9181150327297867,2259.225396744416,774.2071067811866,26268,1.0,1.0,4.414213562373095,4.414213562373095,4,4,7.470815961882073,1.4244696465836615,1102.834523779156,774.2071067811866,3358,25087,3.661862160371107,2.101291640125023,1519.6690475583123,723.2071067811866,6036,22103,207,982.5,15.0,75.0,100.0,201.0,139.0,1.4460431654676258,163.00833829660513,137.0,1.18984188537668,180.23889993373095,131.0,1.3758694651429844,1.8753072578427432,2.3785094000347566,2.6363661691911924,2.273292883813809,3.626375575666702,1.6714986796815943,2.0424538667585272,2.0849945546438797
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\MDL_1104.lif,MDL_1104,0,Image 1,MDL_1104_S1_Image_1,4,28596,13725,1,29,918,13479,59,235,61,6.49079754601227,2.1283060109289615,2.500521199812401,2245.468037431536,898.0,29211,1.103448275862069,0.9279187982896862,20.414213562373096,22.0,29,32,17.528322440087145,0.5228678856161658,378.55634918610406,724.0,918,16091,2.167148898286223,2.4708760769353852,2218.846717087976,898.0,13479,29211,181,817.5,13.0,115.0,87.5,244.3793103448276,139.0,1.7581245348548746,142.9553376906318,137.0,1.0434696181797942,197.24697677869278,131.0,1.5057021128144488,1.8753072578427432,2.3785094000347566,2.6363661691911924,2.273292883813809,3.626375575666702,1.6714986796815943,2.0424538667585272,2.0849945546438797
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\MDL_1104.lif,MDL_1104,0,Image 1,MDL_1104_S1_Image_1,5,16918,5518,1,0,1387,4717,94,116,46,5.130769230769231,3.0059804276911923,2.309688544062463,1390.4325035256027,602.0,16587,,,0.0,0.0,0,0,7.790915645277577,0.9021308275288428,474.5208152801713,526.0,1387,10806,3.1452194191223235,1.77339999145467,1032.118795026618,582.0,4717,14836,168,735.0,12.0,40.0,82.5,136.0833635375136,139.0,0.9790170038670044,156.12328767123287,137.0,1.1395860413958603,175.16578333686664,131.0,1.3371433842508904,1.8753072578427432,2.3785094000347566,2.6363661691911924,2.273292883813809,3.626375575666702,1.6714986796815943,2.0424538667585272,2.0849945546438797
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\MDL_1104.lif,MDL_1104,0,Image 1,MDL_1104_S1_Image_1,6,22982,9376,1,0,9376,0,25,37,7,15.875,2.2818899317406145,1.7270386589940023,1336.7279220613577,774.0,21395,,,0.0,0.0,0,0,2.2818899317406145,1.7270386589940023,1336.7279220613577,774.0,9376,21395,,,0.0,0.0,0,0,192,442.5,8.0,130.0,94.85714285714286,133.87681313993173,139.0,0.9631425405750484,235.55524744027304,137.0,1.7193813681771755,129.06548634812287,131.0,0.9852327202146784,1.8753072578427432,2.3785094000347566,2.6363661691911924,2.273292883813809,3.626375575666702,1.6714986796815943,2.0424538667585272,2.0849945546438797
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\MDL_1104.lif,MDL_1104,0,Image 1,MDL_1104_S1_Image_1,7,31482,10154,1,0,1786,8991,105,220,71,4.964285714285714,3.0978924561749066,2.7433612788631754,2381.237590053236,868.0,31456,,,0.0,0.0,0,0,15.329787234042554,0.8755849738436291,735.4913780286485,840.0,1786,27379,3.414191969747525,2.2534502715614213,1942.4741340859453,862.0,8991,30697,253,1005.0,10.0,130.0,125.0,148.8528658656687,139.0,1.0708839270911417,152.44904815229563,137.0,1.1127667748342747,176.9685240796352,131.0,1.350904763966681,1.8753072578427432,2.3785094000347566,2.6363661691911924,2.273292883813809,3.626375575666702,1.6714986796815943,2.0424538667585272,2.0849945546438797
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\MDL_1104.lif,MDL_1104,0,Image 1,MDL_1104_S1_Image_1,8,12305,6674,1,0,6538,509,11,53,19,9.105263157894736,1.417890320647288,1.6153322109702484,726.8994949366117,450.0,9463,,,0.0,0.0,0,0,1.4197002141327624,1.6046813371506625,722.1066017177982,450.0,6538,9282,1.1100196463654224,1.2178543677835807,126.65685424949238,104.0,509,565,78,242.5,13.0,50.0,37.5,141.10863050644292,139.0,1.0151700036434743,289.97308045273786,137.0,2.116591828122174,167.22986247544205,131.0,1.2765638356903972,1.8753072578427432,2.3785094000347566,2.6363661691911924,2.273292883813809,3.626375575666702,1.6714986796815943,2.0424538667585272,2.0849945546438797
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\MDL_1104.lif,MDL_1104,0,Image 1,MDL_1104_S1_Image_1,9,20122,6073,1,5,1951,4754,75,95,23,6.26,3.230857895603491,2.3774212804889845,1673.704581464245,704.0,19621,1.0,1.0,5.207106781186548,5.207106781186548,5,5,9.065607380830343,1.0508757161889228,718.7989898732233,684.0,1951,17687,3.867900715187211,1.906123854147106,1290.840620433566,677.2071067811866,4754,18388,207,657.5,9.0,115.0,102.36842105263158,200.6,139.0,1.4431654676258991,195.3316248077909,137.0,1.4257782832685466,173.238956668069,131.0,1.3224347837257175,1.8753072578427432,2.3785094000347566,2.6363661691911924,2.273292883813809,3.626375575666702,1.6714986796815943,2.0424538667585272,2.0849945546438797
C:\Users\JackM\40xMBPCNP\40xN1N2N3N4lif\MDL_1104.lif,MDL_1104,0,Image 1,MDL_1104_S1_Image_1,10,24271,8755,1,0,2793,7638,87,138,44,5.82962962962963,2.681781838949172,2.38209402265624,1872.3259018078047,786.0,23479,,,0.0,0.0,0,0,7.71858216970999,1.1279452958934855,864.0060966544099,766.0,2793,21558,2.7732390678188006,2.1367808948108755,1641.0477272147525,768.0,7638,21182,217,757.5,10.0,85.0,105.0,144.71878926327813,139.0,1.041142368800562,167.46795560329394,137.0,1.2223938365203937,181.6487300340403,131.0,1.386631526977407,1.8753072578427432,2.3785094000347566,2.6363661691911924,2.273292883813809,3.626375575666702,1.6714986796815943,2.0424538667585272,2.0849945546438797
