lif_path,lif_name,scene_idx,series_name,base_name,cell_id,cellpose_area_px,cell_area_px,cell_area_mbppdg_px,cell_area_ppkm2_px,num_nuclei,mbp_area_px,pdgfra_area_px,o4_area_px,ppkm2_area_px,morph_all_num_proc,morph_all_num_branch3_px,morph_all_num_branch4_px,morph_all_avg_segment_len_px,morph_all_convexity_ratio,morph_all_max_r_px,morph_all_AUC,morph_all_Imax,morph_all_Rmax_px,morph_all_CriticalValue,morph_mbppdg_num_proc,morph_mbppdg_num_branch3_px,morph_mbppdg_num_branch4_px,morph_mbppdg_avg_segment_len_px,morph_mbppdg_convexity_ratio,morph_mbppdg_max_r_px,morph_mbppdg_AUC,morph_mbppdg_Imax,morph_mbppdg_Rmax_px,morph_mbppdg_CriticalValue,morph_ppkm2_num_proc,morph_ppkm2_num_branch3_px,morph_ppkm2_num_branch4_px,morph_ppkm2_avg_segment_len_px,morph_ppkm2_convexity_ratio,morph_ppkm2_max_r_px,morph_ppkm2_AUC,morph_ppkm2_Imax,morph_ppkm2_Rmax_px,morph_ppkm2_CriticalValue,mbp_mean_in,mbp_mean_bg,mbp_int_ratio,pdg_mean_in,pdg_mean_bg,pdg_int_ratio,o4_mean_in,o4_mean_bg,o4_int_ratio,ppkm2_mean_in,ppkm2_mean_bg,ppkm2_int_ratio,ppkm2_nuc_mean_in,ppkm2_nuc_mean_bg,ppkm2_nuc_int_ratio
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,0,clemastine/7/R16,N9_20251215_pPKM2_S1_clemastine_7_R16,11,16799,12403,9015,11372,0,533,8824,6072,11372,16,34,9,17.76923076923077,1.3863581391598807,120,342.5,15.0,65.0,57.5,10,38,4,14.655172413793103,1.342318358291736,83,272.5,11.0,55.0,37.5,15,25,8,17.666666666666668,1.4487337319732676,123,267.5,10.0,65.0,57.5,228.8048780487805,112.0,2.042900696864112,592.4029918404352,198.0,2.9919343022244203,294.42791666666665,201.0,1.4648155058043115,481.9032492138999,261.0,1.8463726023521068,,261.0,
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,0,clemastine/7/R16,N9_20251215_pPKM2_S1_clemastine_7_R16,13,22888,18224,0,18224,0,0,0,15363,18224,18,46,6,19.235294117647054,1.590100965759438,145,317.5,8.0,95.0,70.0,0,0,0,0.0,,0,0.0,0.0,,,18,46,6,19.235294117647054,1.590100965759438,145,317.5,8.0,95.0,70.0,140.20352282704127,112.0,1.2518171680985828,404.59037532923617,198.0,2.043385733986041,358.3734851803183,201.0,1.7829526625886485,494.4816176470589,261.0,1.894565584854632,,261.0,
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,0,clemastine/7/R16,N9_20251215_pPKM2_S1_clemastine_7_R16,14,61613,50609,38874,45664,2,34126,10943,47386,45664,28,114,28,16.88888888888889,1.278527534628228,239,667.5,9.0,105.0,117.5,41,211,39,12.428571428571429,1.4349693882800845,230,857.5,12.0,80.0,112.5,20,68,13,21.59523809523809,1.3348370707778556,395,535.0,4.0,90.0,217.76119402985077,624.8905819609681,112.0,5.579380196080073,512.5355935301105,198.0,2.588563603687427,451.8644793859106,201.0,2.2480819869945803,608.4763184413839,261.0,2.331326890580015,804.7165034189613,261.0,3.0832049939423807
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,0,clemastine/7/R16,N9_20251215_pPKM2_S1_clemastine_7_R16,15,14837,12018,11454,8241,0,11454,0,14082,8241,12,60,11,14.736842105263158,1.4340988517224165,131,392.5,9.0,35.0,62.5,15,57,10,13.921052631578949,1.503143006809848,131,357.5,6.0,95.0,62.5,23,65,8,10.622222222222222,1.896250455041864,230,335.0,5.0,175.0,125.0,356.3398812641872,112.0,3.1816060827159567,219.518222666001,198.0,1.1086778922525304,499.1099462602414,201.0,2.4831340609962256,388.3107838242636,261.0,1.4877807809358758,,261.0,
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,0,clemastine/7/R16,N9_20251215_pPKM2_S1_clemastine_7_R16,16,42526,28740,23744,27042,1,22424,7418,38147,27042,21,83,13,16.428571428571427,1.246207376478775,158,452.5,13.0,105.0,75.0,31,152,24,13.198019801980198,1.430213948787062,153,557.5,10.0,95.0,75.0,20,70,14,19.25,1.281783891723985,150,442.5,10.0,105.0,72.5,299.0428112736354,112.0,2.6700251006574587,509.272310595848,198.0,2.5720823767467067,467.06443084278,201.0,2.3237036360337315,535.1604732080724,261.0,2.050423268996446,886.7220327421555,261.0,3.3974024242994463
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,0,clemastine/7/R16,N9_20251215_pPKM2_S1_clemastine_7_R16,17,78647,34782,20754,34003,1,14700,9287,60028,34003,36,140,21,16.040816326530614,1.589126559714795,199,717.5,15.0,110.0,84.375,40,231,73,9.496350364963504,1.4567794160161895,128,667.5,14.0,80.0,60.0,34,126,21,16.655172413793103,1.6255330412022468,198,677.5,14.0,110.0,80.96774193548387,259.498843537415,112.0,2.316953960155491,679.8155486163454,198.0,3.433411861698714,347.07433566433565,201.0,1.726737988379779,524.9278649876372,261.0,2.0112178735158515,923.2078839717368,261.0,3.537194957746117
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,0,clemastine/7/R16,N9_20251215_pPKM2_S1_clemastine_7_R16,18,18178,10967,6288,10567,1,364,5924,6510,10567,16,60,13,12.947368421052632,1.6860581745235708,119,402.5,8.0,50.0,57.5,16,51,16,11.6,2.263040712468193,115,352.5,10.0,50.0,55.0,15,53,9,12.324324324324325,1.7211128986467303,117,337.5,10.0,50.0,55.0,223.0192307692308,112.0,1.991243131868132,392.0192437542201,198.0,1.9798951704758592,344.00484496124034,201.0,1.7114668903544294,480.2022430929151,261.0,1.839855337520748,585.718718381113,261.0,2.244133020617291
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,0,clemastine/7/R16,N9_20251215_pPKM2_S1_clemastine_7_R16,19,85179,55376,49084,30554,1,49084,0,75535,30554,58,293,53,14.484536082474229,1.5782468939612828,268,1182.5,18.0,155.0,130.0,63,262,44,15.201149425287356,1.561832776464836,215,1267.5,20.0,155.0,105.0,33,136,31,14.83695652173913,2.2335537081887806,392,717.5,7.0,50.0,195.0675675675676,352.9958438595062,112.0,3.151748605888448,191.63948280843687,198.0,0.967876175800186,497.3499303759698,201.0,2.4743777630645263,446.867939179428,261.0,1.712137698005471,933.7267851156554,261.0,3.5774972609795226
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,0,clemastine/7/R16,N9_20251215_pPKM2_S1_clemastine_7_R16,20,23510,18128,0,18128,1,0,0,0,18128,14,66,13,18.13157894736842,1.1738746690203,105,292.5,10.0,80.0,50.0,0,0,0,0.0,,0,0.0,0.0,,,14,66,13,18.13157894736842,1.1738746690203,105,292.5,10.0,80.0,50.0,113.5666924095322,112.0,1.013988325085109,203.98096866725507,198.0,1.030206912460884,211.61032656663724,201.0,1.0527876943613792,485.4430714916152,261.0,1.8599351398146176,589.3607542478243,261.0,2.2580871810261467
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,0,clemastine/7/R16,N9_20251215_pPKM2_S1_clemastine_7_R16,21,30491,15486,1724,15486,1,0,1724,22043,15486,24,66,14,15.729166666666666,1.7222006974041069,180,432.5,9.0,55.0,87.5,3,3,1,22.33333333333333,1.2233178654292345,44,107.5,7.0,35.0,20.0,24,66,14,15.729166666666666,1.7222006974041069,180,432.5,9.0,55.0,87.5,160.31544620947952,112.0,1.4313879125846385,371.9344547563805,198.0,1.8784568422039416,315.6016881386051,201.0,1.5701576524308711,522.3057600413276,261.0,2.001171494411217,697.0039001560062,261.0,2.6705130274176483
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,0,clemastine/7/R16,N9_20251215_pPKM2_S1_clemastine_7_R16,22,38740,24787,20772,21372,1,20772,0,33372,21372,19,69,14,19.235294117647054,1.4316375519425506,165,567.5,14.0,90.0,80.0,12,67,15,20.58695652173913,1.380801078374735,136,497.5,11.0,75.0,65.0,20,82,13,17.072727272727274,1.5517031630170317,160,607.5,16.0,100.0,77.5,343.3331407664163,112.0,3.065474471128717,210.05865978133696,198.0,1.0609023221279643,445.9918738049713,201.0,2.2188650438058275,470.13458667850085,261.0,1.801281941296938,804.2342409548676,261.0,3.0813572450378066
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,0,clemastine/7/R16,N9_20251215_pPKM2_S1_clemastine_7_R16,23,6946,6138,0,6138,1,0,0,0,6138,4,4,1,24.0,1.0570218312153796,62,117.5,8.0,45.0,27.5,0,0,0,0.0,,0,0.0,0.0,,,4,4,1,24.0,1.0570218312153796,62,117.5,8.0,45.0,27.5,112.04740957966764,112.0,1.000423299818461,202.96106223525575,198.0,1.0250558698750292,188.4146301726947,201.0,0.9373862197646502,525.8727598566309,261.0,2.014838160370233,561.2682576193215,261.0,2.1504530943269025
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,0,clemastine/7/R16,N9_20251215_pPKM2_S1_clemastine_7_R16,24,11352,8936,0,8936,1,0,0,0,8936,10,18,4,14.466666666666669,1.170098478066249,83,212.5,13.0,60.0,37.5,0,0,0,0.0,,0,0.0,0.0,,,10,18,4,14.466666666666669,1.170098478066249,83,212.5,13.0,60.0,37.5,114.8841763652641,112.0,1.025751574689858,192.2135183527305,198.0,0.9707753452158108,190.7841316025067,201.0,0.9491747840920732,554.1304834377797,261.0,2.123105300527892,635.6742496050553,261.0,2.4355335233910163
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,1,30437,20411,0,20411,0,0,0,0,20411,8,18,1,25.666666666666668,1.1691734848856008,137,242.5,5.0,75.0,65.0,0,0,0,0.0,,0,0.0,0.0,,,8,18,1,25.666666666666668,1.1691734848856008,137,242.5,5.0,75.0,65.0,334.12042526088874,113.0,2.956817922662732,237.39983342315415,196.0,1.211223639914052,271.90402234089464,198.0,1.3732526380853265,583.280730978394,239.0,2.4405051505372133,,239.0,
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,2,113676,74053,73165,29070,1,73165,0,23106,29070,43,220,40,20.74324324324324,1.5118766289009222,248,1397.5,19.0,155.0,120.0,45,266,48,19.251461988304094,1.5302262010524157,248,1407.5,19.0,155.0,120.0,38,139,33,13.55,1.5924320605435156,190,662.5,12.0,90.0,92.5,444.6536185334518,113.0,3.934987774632317,187.851282189783,196.0,0.958424909131546,278.3642000826788,198.0,1.4058797983973677,381.8707007143532,239.0,1.5977853586374613,694.3134001252348,239.0,2.9050769879716936
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,4,14757,12028,0,12028,1,0,0,0,12028,8,16,4,20.923076923076923,1.093781177253076,87,287.5,22.0,65.0,40.0,0,0,0,0.0,,0,0.0,0.0,,,8,16,4,20.923076923076923,1.093781177253076,87,287.5,22.0,65.0,40.0,125.42118390422348,113.0,1.1099219814533052,197.9366478217493,196.0,1.0098808562334145,195.69171932158295,198.0,0.9883420167756716,455.29963418689726,239.0,1.905019389903336,480.76527466367713,239.0,2.0115701868773104
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,5,19594,10082,0,10082,1,0,0,0,10082,7,29,6,15.421052631578949,1.2590755802420155,115,232.5,6.0,50.0,55.0,0,0,0,0.0,,0,0.0,0.0,,,7,29,6,15.421052631578949,1.2590755802420155,115,232.5,6.0,50.0,55.0,120.61218012299148,113.0,1.0673644258671813,200.344673675858,196.0,1.022166702427847,200.2725649672684,198.0,1.01147760084479,468.37720690339216,239.0,1.9597372673782096,513.2580560649725,239.0,2.147523247133776
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,6,71585,32993,10516,32978,1,0,10516,0,32978,19,53,29,21.976190476190474,1.1942836359227715,182,507.5,15.0,95.0,87.5,37,111,22,8.035294117647059,1.686382655001902,144,487.5,12.0,45.0,70.0,19,53,29,21.976190476190474,1.1948268542664806,182,512.5,15.0,95.0,87.5,117.9866335283242,113.0,1.0441295002506563,431.4630087485736,196.0,2.201341881370273,225.94726154032676,198.0,1.1411477855572056,510.314006001273,239.0,2.135205046030431,660.2701570680629,239.0,2.762636640452146
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,7,42030,32045,0,32045,1,0,0,1310,32045,22,52,10,26.195121951219512,1.2104852551100016,186,487.5,9.0,90.0,90.0,0,0,0,0.0,,0,0.0,0.0,,,22,52,10,26.195121951219512,1.2104852551100016,186,487.5,9.0,90.0,90.0,121.36689031050086,113.0,1.0740432770840784,223.86983928850051,196.0,1.1421930575943906,262.8793893129771,198.0,1.3276736833988745,521.9109689499141,239.0,2.183727903556126,761.918098510882,239.0,3.187941834773565
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,8,20146,14648,0,14648,1,0,0,0,14648,12,28,11,18.91304347826087,1.1504642271982524,110,292.5,11.0,100.0,52.5,0,0,0,0.0,,0,0.0,0.0,,,12,28,11,18.91304347826087,1.1504642271982524,110,292.5,11.0,100.0,52.5,116.93070726379028,113.0,1.0347850200335422,209.10035499726925,196.0,1.066838545904435,200.32905516111416,198.0,1.011762904854112,452.8422992900055,239.0,1.8947376539330771,525.1764080765143,239.0,2.1973908287720265
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,9,15558,12760,0,12760,1,0,0,707,12760,11,31,4,17.272727272727273,1.181974921630094,108,277.5,11.0,60.0,52.5,0,0,0,0.0,,0,0.0,0.0,,,11,31,4,17.272727272727273,1.181974921630094,108,277.5,11.0,60.0,52.5,121.90940438871472,113.0,1.078844286625794,233.13126959247649,196.0,1.1894452530228392,249.85855728429985,198.0,1.2619119054762618,526.4163793103448,239.0,2.202578992930313,611.0672268907563,239.0,2.5567666397102773
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,10,24477,6643,0,6643,0,0,0,0,6643,19,48,14,9.666666666666666,1.4534096040945357,84,302.5,14.0,50.0,40.0,0,0,0,0.0,,0,0.0,0.0,,,19,48,14,9.666666666666666,1.4534096040945357,84,302.5,14.0,50.0,40.0,125.0556977269306,113.0,1.1066875905038107,251.4809573987656,196.0,1.2830661091773756,225.3695619449044,198.0,1.1382301108328503,419.3069396357068,239.0,1.7544223415719948,,239.0,
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,11,11618,11185,0,11185,1,0,0,0,11185,4,6,1,42.8,1.036835046937863,86,182.5,10.0,60.0,40.0,0,0,0,0.0,,0,0.0,0.0,,,4,6,1,42.8,1.036835046937863,86,182.5,10.0,60.0,40.0,116.84935181046043,113.0,1.0340650602695614,235.29915064818957,196.0,1.2005058706540284,216.8363880196692,198.0,1.095133272826612,541.025748770675,239.0,2.2637060618019875,599.6463148713476,239.0,2.5089803969512454
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,12,77973,52959,47088,45856,2,47088,0,33309,45856,44,160,30,19.03669724770642,1.3791612379387828,388,775.0,8.0,320.0,192.5,49,204,45,14.53061224489796,1.4476936799184503,388,825.0,8.0,110.0,192.5,36,122,26,21.23170731707317,1.2822095254710395,185,547.5,13.0,130.0,90.0,524.2380224260958,113.0,4.63927453474421,210.4381313846561,196.0,1.0736639356360005,320.3887170154686,198.0,1.6181248334114575,517.2571612001738,239.0,2.164255904603237,741.6982238605898,239.0,3.103339848789078
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,13,12041,7380,0,7380,1,0,0,0,7380,7,15,2,21.727272727272727,1.2036585365853658,85,217.5,8.0,40.0,40.0,0,0,0,0.0,,0,0.0,0.0,,,7,15,2,21.727272727272727,1.2036585365853658,85,217.5,8.0,40.0,40.0,114.46111111111112,113.0,1.0129301868239922,206.86016260162603,196.0,1.0554089928654389,201.60934959349592,198.0,1.0182290383509895,445.6483739837398,239.0,1.8646375480491209,482.8676217765043,239.0,2.020366618311733
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,14,20040,20040,0,20040,1,0,0,0,20040,2,2,0,1.6666666666666667,1.0081337325349302,94,262.5,21.0,80.0,45.0,0,0,0,0.0,,0,0.0,0.0,,,2,2,0,1.6666666666666667,1.0081337325349302,94,262.5,21.0,80.0,45.0,118.41097804391218,113.0,1.0478847614505502,220.5564371257485,196.0,1.125287944519125,219.9238522954092,198.0,1.1107265267444908,559.4824351297406,239.0,2.3409306909194165,650.9001623376623,239.0,2.723431641580177
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,15,66674,35808,11262,34778,2,0,11262,9278,34778,25,82,15,19.19298245614035,1.364918453976765,319,537.5,8.0,135.0,187.3469387755102,28,70,18,12.019607843137257,1.3207245604688334,120,322.5,10.0,65.0,57.5,24,79,14,19.410714285714285,1.4053424578756686,319,507.5,8.0,135.0,187.3469387755102,119.71738159070598,113.0,1.0594458547850087,767.7004972473806,196.0,3.916839271670309,271.0221666847767,198.0,1.3687988216402864,551.1306132707775,239.0,2.305985829584843,680.0471577874076,239.0,2.845385597436852
C:\Users\JackM\5C_signalling\ppkm2\N9_20251215_pPKM2.lif,N9_20251215_pPKM2,2,clemastine/7/R1,N9_20251215_pPKM2_S3_clemastine_7_R1,16,17869,15484,0,15484,1,0,0,0,15484,4,10,3,37.375,1.1059803668302763,102,202.5,7.0,85.0,47.5,0,0,0,0.0,,0,0.0,0.0,,,4,10,3,37.375,1.1059803668302763,102,202.5,7.0,85.0,47.5,117.23120640661328,113.0,1.0374443044833033,229.71280030999745,196.0,1.1720040832142726,221.8158098682511,198.0,1.1202818680214703,515.3073495220873,239.0,2.1560976967451357,653.2299840510367,239.0,2.733179849585928
