lif_path,lif_name,scene_idx,series_name,base_name,cell_id,cellpose_area_px,cell_area_px,cell_area_mbppdg_px,cell_area_ppkm2_px,num_nuclei,mbp_area_px,pdgfra_area_px,o4_area_px,ppkm2_area_px,morph_all_num_proc,morph_all_num_branch3_px,morph_all_num_branch4_px,morph_all_avg_segment_len_px,morph_all_convexity_ratio,morph_all_max_r_px,morph_all_AUC,morph_all_Imax,morph_all_Rmax_px,morph_all_CriticalValue,morph_mbppdg_num_proc,morph_mbppdg_num_branch3_px,morph_mbppdg_num_branch4_px,morph_mbppdg_avg_segment_len_px,morph_mbppdg_convexity_ratio,morph_mbppdg_max_r_px,morph_mbppdg_AUC,morph_mbppdg_Imax,morph_mbppdg_Rmax_px,morph_mbppdg_CriticalValue,morph_ppkm2_num_proc,morph_ppkm2_num_branch3_px,morph_ppkm2_num_branch4_px,morph_ppkm2_avg_segment_len_px,morph_ppkm2_convexity_ratio,morph_ppkm2_max_r_px,morph_ppkm2_AUC,morph_ppkm2_Imax,morph_ppkm2_Rmax_px,morph_ppkm2_CriticalValue,mbp_mean_in,mbp_mean_bg,mbp_int_ratio,pdg_mean_in,pdg_mean_bg,pdg_int_ratio,o4_mean_in,o4_mean_bg,o4_int_ratio,ppkm2_mean_in,ppkm2_mean_bg,ppkm2_int_ratio,ppkm2_nuc_mean_in,ppkm2_nuc_mean_bg,ppkm2_nuc_int_ratio
C:\Users\JackM\5C_signalling\ppkm2\N1_0921_pPKM2.lif,N1_0921_pPKM2,0,MDL29951/7/R32,N1_0921_pPKM2_S1_MDL29951_7_R32,2,7589,6246,5855,1469,0,26,5855,0,1469,23,116,39,5.72289156626506,1.2196605827729747,67,182.5,13.0,45.0,30.0,27,110,42,5.929411764705883,1.3007685738684884,70,217.5,8.0,40.0,32.5,8,36,11,7.388888888888889,1.88427501701838,58,117.5,5.0,30.0,27.5,2335.3846153846152,2359.0,0.9899892392473996,17366.21537147737,2964.0,5.859047021416117,5065.482388728787,4941.0,1.0251937641628792,5693.910182516811,4893.0,1.1636848932182324,,4893.0,
C:\Users\JackM\5C_signalling\ppkm2\N1_0921_pPKM2.lif,N1_0921_pPKM2,0,MDL29951/7/R32,N1_0921_pPKM2_S1_MDL29951_7_R32,3,18059,13086,10020,11384,2,1930,9896,10428,11384,17,76,21,10.4,1.3851444291609354,119,352.5,11.0,50.0,57.5,27,116,42,8.568181818181818,1.7934131736526946,111,347.5,10.0,45.0,52.5,18,68,16,10.851063829787234,1.3649859451862263,118,332.5,16.0,50.0,57.5,2316.813989637306,2359.0,0.9821169943354412,8492.477061438965,2964.0,2.865208185370771,6044.036277133512,4941.0,1.22324150518792,8416.695323246217,4893.0,1.720150280655266,8976.098107918711,4893.0,1.834477438773495
C:\Users\JackM\5C_signalling\ppkm2\N1_0921_pPKM2.lif,N1_0921_pPKM2,0,MDL29951/7/R32,N1_0921_pPKM2_S1_MDL29951_7_R32,4,8255,5557,5557,0,0,0,5557,0,0,19,60,23,10.292682926829269,1.2092855857477056,74,202.5,8.0,45.0,35.0,19,60,23,10.292682926829269,1.2092855857477056,74,202.5,8.0,45.0,35.0,0,0,0,0.0,,0,0.0,0.0,,,2117.190210545258,2359.0,0.8974947903964638,7248.849199208206,2964.0,2.445630634010866,4480.069461939896,4941.0,0.906713107051183,6082.119308979665,4893.0,1.2430245879786768,,4893.0,
C:\Users\JackM\5C_signalling\ppkm2\N1_0921_pPKM2.lif,N1_0921_pPKM2,0,MDL29951/7/R32,N1_0921_pPKM2_S1_MDL29951_7_R32,5,11952,7304,6853,6109,1,2648,6723,3668,6109,6,22,3,20.0625,1.5465498357064622,89,227.5,7.0,40.0,42.5,9,65,10,10.77777777777778,1.6483291988909967,88,232.5,7.0,70.0,42.5,13,31,10,10.538461538461538,1.629890325748895,87,237.5,7.0,65.0,40.0,2437.9875377643502,2359.0,1.0334834835796314,6602.962814219843,2964.0,2.2277202477124973,5742.9234006734005,4941.0,1.1622998179869255,7143.434282584885,4893.0,1.4599293444890429,7963.273805246137,4893.0,1.6274828950022762
C:\Users\JackM\5C_signalling\ppkm2\N1_0921_pPKM2.lif,N1_0921_pPKM2,0,MDL29951/7/R32,N1_0921_pPKM2_S1_MDL29951_7_R32,6,10247,5786,5615,2139,0,0,5615,0,2139,11,31,4,13.708333333333334,1.4077082613204286,78,247.5,9.0,60.0,35.0,8,32,11,13.863636363636363,1.4350845948352626,78,217.5,8.0,40.0,35.0,16,44,8,7.580645161290323,2.1865357643758765,79,167.5,5.0,30.0,37.5,2304.665399239544,2359.0,0.9769671043830196,7432.774532502226,2964.0,2.5076837154191045,5028.642585551331,4941.0,1.0177378234267012,5522.653301071552,4893.0,1.128684508700501,,4893.0,
C:\Users\JackM\5C_signalling\ppkm2\N1_0921_pPKM2.lif,N1_0921_pPKM2,0,MDL29951/7/R32,N1_0921_pPKM2_S1_MDL29951_7_R32,7,40635,35521,18361,33332,3,9848,12985,33967,33332,35,200,44,12.391666666666667,1.1526984037611554,149,497.5,14.0,120.0,72.5,52,250,63,7.932098765432099,1.8442895267142312,171,657.5,11.0,110.0,82.5,42,220,47,11.083333333333334,1.206168246729869,152,567.5,14.0,110.0,72.5,2653.9179528838345,2359.0,1.1250182080897984,6322.989911436272,2964.0,2.133262453251104,7738.023128462827,4941.0,1.566084421870639,8288.998676839054,4893.0,1.6940524579683331,9080.907984189724,4893.0,1.8558978099713312
C:\Users\JackM\5C_signalling\ppkm2\N1_0921_pPKM2.lif,N1_0921_pPKM2,0,MDL29951/7/R32,N1_0921_pPKM2_S1_MDL29951_7_R32,8,8285,5531,5404,2304,1,829,4773,5352,2304,15,53,9,10.194444444444445,1.2748146808895318,64,222.5,14.0,50.0,30.0,16,44,8,11.3125,1.304219096965211,64,202.5,10.0,45.0,30.0,12,52,13,6.909090909090909,1.9505208333333333,64,137.5,6.0,35.0,30.0,2607.6127864897467,2359.0,1.1053890574352463,6048.544521265451,2964.0,2.040669541587534,6864.440587449933,4941.0,1.3892816408520408,5630.020972699331,4893.0,1.1506276257304988,5537.958333333333,4893.0,1.1318124531643845
C:\Users\JackM\5C_signalling\ppkm2\N1_0921_pPKM2.lif,N1_0921_pPKM2,0,MDL29951/7/R32,N1_0921_pPKM2_S1_MDL29951_7_R32,9,8874,5384,5380,6,1,0,5380,3946,6,14,60,21,8.25531914893617,1.37332838038633,75,207.5,12.0,40.0,35.0,12,60,21,8.555555555555555,1.3743494423791822,75,192.5,10.0,40.0,35.0,4,0,0,1.5,149.16666666666666,82,20.0,4.0,70.0,70.0,2186.7838038632985,2359.0,0.9269961016800756,7059.045910780669,2964.0,2.3815944368355835,6215.339690721649,4941.0,1.2579112913826451,5031.34528231798,4893.0,1.0282741226891436,4884.537613488976,4893.0,0.9982705116470418
C:\Users\JackM\5C_signalling\ppkm2\N1_0921_pPKM2.lif,N1_0921_pPKM2,0,MDL29951/7/R32,N1_0921_pPKM2_S1_MDL29951_7_R32,10,27113,15985,10594,13904,2,5005,9007,6966,13904,39,159,44,8.824074074074074,1.589302471066625,223,605.0,8.0,80.0,114.7560975609756,34,119,28,9.1625,2.072399471398905,223,380.0,9.0,80.0,95.9375,39,122,39,9.07865168539326,1.732451093210587,140,517.5,10.0,70.0,67.5,2487.116483516484,2359.0,1.054309658124834,9890.933385144886,2964.0,3.337022059765481,6911.986144916682,4941.0,1.3989042997200327,7488.367094150766,4893.0,1.5304245031986037,8587.141099424489,4893.0,1.7549848966737154
C:\Users\JackM\5C_signalling\ppkm2\N1_0921_pPKM2.lif,N1_0921_pPKM2,0,MDL29951/7/R32,N1_0921_pPKM2_S1_MDL29951_7_R32,11,56239,49564,39426,42669,3,33896,18168,28611,42669,36,274,81,12.234567901234568,1.2440682753611492,213,572.5,13.0,135.0,102.5,54,266,66,12.14054054054054,1.5026378531933242,264,807.5,17.0,235.0,130.0,40,263,82,11.625850340136054,1.2499472685087534,192,612.5,21.0,115.0,92.5,8010.1821453858865,2359.0,3.39558378354637,7885.98893659181,2964.0,2.660590059578883,7494.566466810941,4941.0,1.5168116710809434,8560.239407634574,4893.0,1.7494869012128702,11362.625924910935,4893.0,2.322220708136304
