cell_id,crop_file_name,original_image_file_name,original_image_stem,field_of_view,bio_rep,treatment_blinded,treatment,date_code,prefix,scene_index,cell_index,mbp_cell_source_path,mbp_soma_source_path,c3_cell_source_path,mbp_cell_seg_path,mbp_soma_seg_path,c3_cell_seg_path,qc_image_path,thesis_image_path,mbp_total_area_px,mbp_soma_area_px,mbp_soma_area_within_total_px,soma_to_total_ratio,process_to_total_ratio,mbp_process_area_px,mbp_process_area_subtract_px,c3_total_area_px,nanofiber_total_area_px,mbp_c3_colocalized_area_px,mbp_nanofiber_colocalized_area_px,mbp_c3_soma_colocalized_area_px,mbp_nanofiber_soma_colocalized_area_px,mbp_c3_process_colocalized_area_px,mbp_nanofiber_process_colocalized_area_px,pct_mbp_colocalized,pct_mbp_nanofiber_colocalized,pct_process_colocalized,pct_process_nanofiber_colocalized
X2403_0_cell01,X2403_0_cell01_cell_c2.tif,X2403_0.tif,X2403_0,X2403_0,n1,X,pranlukast,2403,X,0,1,C:\Users\JackM\Desktop\out\X2403_0_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\X2403_0_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\X2403_0_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_0_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_0_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\X2403_0_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X2403_0_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X2403_0_cell01__thesis.png,166257,39674,39398,0.23863055390148985,0.7630295265763246,126859,126583,326704,326704,91352,91352,16925,16925,74427,74427,54.94625790192293,54.94625790192293,58.669073538337834,58.669073538337834
X2403_0_cell02,X2403_0_cell02_cell_c2.tif,X2403_0.tif,X2403_0,X2403_0,n1,X,pranlukast,2403,X,0,2,C:\Users\JackM\Desktop\out\X2403_0_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\X2403_0_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\X2403_0_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_0_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_0_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\X2403_0_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X2403_0_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X2403_0_cell02__thesis.png,89334,22644,22349,0.2534757203304453,0.7498264938321356,66985,66690,169913,169913,46403,46403,12265,12265,34138,34138,51.94326908008149,51.94326908008149,50.96364857803985,50.96364857803985
X2403_1_cell01,X2403_1_cell01_cell_c2.tif,X2403_1.tif,X2403_1,X2403_1,n1,X,pranlukast,2403,X,1,1,C:\Users\JackM\Desktop\out\X2403_1_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\X2403_1_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\X2403_1_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_1_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_1_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\X2403_1_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X2403_1_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X2403_1_cell01__thesis.png,275319,32784,32662,0.11907641681104464,0.8813667055306753,242657,242535,424138,424138,154818,154818,16837,16837,137981,137981,56.23222516426401,56.23222516426401,56.862567327544646,56.862567327544646
X2403_1_cell02,X2403_1_cell02_cell_c2.tif,X2403_1.tif,X2403_1,X2403_1,n1,X,pranlukast,2403,X,1,2,C:\Users\JackM\Desktop\out\X2403_1_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\X2403_1_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\X2403_1_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_1_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_1_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\X2403_1_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X2403_1_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X2403_1_cell02__thesis.png,155697,24279,24175,0.1559374939786894,0.8447304700797061,131522,131418,224704,224704,90763,90763,15248,15248,75515,75515,58.294636377065714,58.294636377065714,57.41624975289306,57.41624975289306
X2403_2_cell01,X2403_2_cell01_cell_c2.tif,X2403_2.tif,X2403_2,X2403_2,n1,X,pranlukast,2403,X,2,1,C:\Users\JackM\Desktop\out\X2403_2_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\X2403_2_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\X2403_2_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_2_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_2_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\X2403_2_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X2403_2_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X2403_2_cell01__thesis.png,198133,44593,44004,0.22506599102622984,0.7779067596008742,154129,153540,311495,311495,103775,103775,24513,24513,79262,79262,52.37643401149733,52.37643401149733,51.425753751727456,51.425753751727456
X2403_2_cell02,X2403_2_cell02_cell_c2.tif,X2403_2.tif,X2403_2,X2403_2,n1,X,pranlukast,2403,X,2,2,C:\Users\JackM\Desktop\out\X2403_2_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\X2403_2_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\X2403_2_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_2_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_2_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\X2403_2_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X2403_2_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X2403_2_cell02__thesis.png,120876,30145,29815,0.24938780237598862,0.7533422681094676,91061,90731,128129,128129,54002,54002,13177,13177,40825,40825,44.67553525927397,44.67553525927397,44.832584750881274,44.832584750881274
X2403_2_cell03,X2403_2_cell03_cell_c2.tif,X2403_2.tif,X2403_2,X2403_2,n1,X,pranlukast,2403,X,2,3,C:\Users\JackM\Desktop\out\X2403_2_cell03_cell_c2.tif,C:\Users\JackM\Desktop\out\X2403_2_cell03_soma_c2.tif,C:\Users\JackM\Desktop\out\X2403_2_cell03_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_2_cell03_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\X2403_2_cell03_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\X2403_2_cell03_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X2403_2_cell03__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X2403_2_cell03__thesis.png,129107,41739,41495,0.32328998427660777,0.6785999209957632,87612,87368,259681,259681,76524,76524,25560,25560,50964,50964,59.27176682906426,59.27176682906426,58.17011368305711,58.17011368305711
Y2403_0_cell01,Y2403_0_cell01_cell_c2.tif,Y2403_0.tif,Y2403_0,Y2403_0,n1,Y,vehicle,2403,Y,0,1,C:\Users\JackM\Desktop\out\Y2403_0_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Y2403_0_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Y2403_0_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Y2403_0_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Y2403_0_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\Y2403_0_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Y2403_0_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Y2403_0_cell01__thesis.png,92362,28578,27868,0.3094129620406661,0.6982741820229098,64494,63784,409145,409145,53839,53839,12511,12511,41328,41328,58.29128862519218,58.29128862519218,64.08037957019258,64.08037957019258
Y2403_1_cell01,Y2403_1_cell01_cell_c2.tif,Y2403_1.tif,Y2403_1,Y2403_1,n1,Y,vehicle,2403,Y,1,1,C:\Users\JackM\Desktop\out\Y2403_1_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Y2403_1_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Y2403_1_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Y2403_1_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Y2403_1_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\Y2403_1_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Y2403_1_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Y2403_1_cell01__thesis.png,86340,41905,41733,0.4853486217280519,0.5166435024322447,44607,44435,353891,353891,55166,55166,25672,25672,29494,29494,63.893907806347,63.893907806347,66.11966731678885,66.11966731678885
Y2403_1_cell02,Y2403_1_cell02_cell_c2.tif,Y2403_1.tif,Y2403_1,Y2403_1,n1,Y,vehicle,2403,Y,1,2,C:\Users\JackM\Desktop\out\Y2403_1_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\Y2403_1_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\Y2403_1_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Y2403_1_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Y2403_1_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\Y2403_1_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Y2403_1_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Y2403_1_cell02__thesis.png,119225,26059,26041,0.21856993080310338,0.7815810442440764,93184,93166,171259,171259,66904,66904,16919,16919,49985,49985,56.1157475361711,56.1157475361711,53.64118303571429,53.64118303571429
Y2403_2_cell01,Y2403_2_cell01_cell_c2.tif,Y2403_2.tif,Y2403_2,Y2403_2,n1,Y,vehicle,2403,Y,2,1,C:\Users\JackM\Desktop\out\Y2403_2_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Y2403_2_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Y2403_2_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Y2403_2_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Y2403_2_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\Y2403_2_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Y2403_2_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Y2403_2_cell01__thesis.png,212224,39195,39150,0.1846869345597105,0.815525105548854,173074,173029,393934,393934,127195,127195,23502,23502,103693,103693,59.93431468636912,59.93431468636912,59.91252296705456,59.91252296705456
Y2403_2_cell02,Y2403_2_cell02_cell_c2.tif,Y2403_2.tif,Y2403_2,Y2403_2,n1,Y,vehicle,2403,Y,2,2,C:\Users\JackM\Desktop\out\Y2403_2_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\Y2403_2_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\Y2403_2_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Y2403_2_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Y2403_2_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\Y2403_2_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Y2403_2_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Y2403_2_cell02__thesis.png,128548,64377,63424,0.5008012571179637,0.5066123160220307,65124,64171,274249,274249,79721,79721,36624,36624,43097,43097,62.01652301085976,62.01652301085976,66.17683188993306,66.17683188993306
Y2403_2_cell03,Y2403_2_cell03_cell_c2.tif,Y2403_2.tif,Y2403_2,Y2403_2,n1,Y,vehicle,2403,Y,2,3,C:\Users\JackM\Desktop\out\Y2403_2_cell03_cell_c2.tif,C:\Users\JackM\Desktop\out\Y2403_2_cell03_soma_c2.tif,C:\Users\JackM\Desktop\out\Y2403_2_cell03_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Y2403_2_cell03_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Y2403_2_cell03_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\Y2403_2_cell03_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Y2403_2_cell03__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Y2403_2_cell03__thesis.png,55854,23608,23250,0.4226733985032406,0.5837361692985283,32604,32246,331304,331304,37707,37707,15527,15527,22180,22180,67.5099366204748,67.5099366204748,68.02846276530488,68.02846276530488
Z2403_0_cell01,Z2403_0_cell01_cell_c2.tif,Z2403_0.tif,Z2403_0,Z2403_0,n1,Z,HAMI3379,2403,Z,0,1,C:\Users\JackM\Desktop\out\Z2403_0_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Z2403_0_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Z2403_0_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_0_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_0_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\Z2403_0_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z2403_0_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z2403_0_cell01__thesis.png,191513,24890,24837,0.12996506764553842,0.8703116759697775,166676,166623,226704,226704,119985,119985,18235,18235,101750,101750,62.651099403173674,62.651099403173674,61.046581391442075,61.046581391442075
Z2403_0_cell02,Z2403_0_cell02_cell_c2.tif,Z2403_0.tif,Z2403_0,Z2403_0,n1,Z,HAMI3379,2403,Z,0,2,C:\Users\JackM\Desktop\out\Z2403_0_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\Z2403_0_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\Z2403_0_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_0_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_0_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\Z2403_0_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z2403_0_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z2403_0_cell02__thesis.png,72046,17438,16820,0.242039807900508,0.7665380451378286,55226,54608,130048,130048,34920,34920,8997,8997,25923,25923,48.46903367293118,48.46903367293118,46.9398471734328,46.9398471734328
Z2403_1_cell01,Z2403_1_cell01_cell_c2.tif,Z2403_1.tif,Z2403_1,Z2403_1,n1,Z,HAMI3379,2403,Z,1,1,C:\Users\JackM\Desktop\out\Z2403_1_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Z2403_1_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Z2403_1_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_1_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_1_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\Z2403_1_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z2403_1_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z2403_1_cell01__thesis.png,142482,29162,28132,0.20467146727305904,0.8025575160371134,114350,113320,254004,254004,82624,82624,15856,15856,66768,66768,57.98907932230036,57.98907932230036,58.38915609969392,58.38915609969392
Z2403_1_cell02,Z2403_1_cell02_cell_c2.tif,Z2403_1.tif,Z2403_1,Z2403_1,n1,Z,HAMI3379,2403,Z,1,2,C:\Users\JackM\Desktop\out\Z2403_1_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\Z2403_1_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\Z2403_1_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_1_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_1_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\Z2403_1_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z2403_1_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z2403_1_cell02__thesis.png,113707,31348,31193,0.2756910304554689,0.725672122208835,82514,82359,177801,177801,64636,64636,15791,15791,48845,48845,56.844345554803134,56.844345554803134,59.19601522165936,59.19601522165936
Z2403_1_cell03,Z2403_1_cell03_cell_c2.tif,Z2403_1.tif,Z2403_1,Z2403_1,n1,Z,HAMI3379,2403,Z,1,3,C:\Users\JackM\Desktop\out\Z2403_1_cell03_cell_c2.tif,C:\Users\JackM\Desktop\out\Z2403_1_cell03_soma_c2.tif,C:\Users\JackM\Desktop\out\Z2403_1_cell03_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_1_cell03_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_1_cell03_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\Z2403_1_cell03_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z2403_1_cell03__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z2403_1_cell03__thesis.png,198343,38031,37809,0.1917435956902941,0.809375677487988,160534,160312,271311,271311,101036,101036,17350,17350,83686,83686,50.94003821662474,50.94003821662474,52.12976690296137,52.12976690296137
Z2403_2_cell01,Z2403_2_cell01_cell_c2.tif,Z2403_2.tif,Z2403_2,Z2403_2,n1,Z,HAMI3379,2403,Z,2,1,C:\Users\JackM\Desktop\out\Z2403_2_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Z2403_2_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Z2403_2_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_2_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_2_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\Z2403_2_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z2403_2_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z2403_2_cell01__thesis.png,240820,38837,38281,0.16126982808736817,0.8410389502533012,202539,201983,368345,368345,111434,111434,13800,13800,97634,97634,46.272734822689145,46.272734822689145,48.205037054591955,48.205037054591955
Z2403_2_cell02,Z2403_2_cell02_cell_c2.tif,Z2403_2.tif,Z2403_2,Z2403_2,n1,Z,HAMI3379,2403,Z,2,2,C:\Users\JackM\Desktop\out\Z2403_2_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\Z2403_2_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\Z2403_2_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_2_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n1\Z2403_2_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n1\Z2403_2_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z2403_2_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z2403_2_cell02__thesis.png,218515,46644,44853,0.21345903027252133,0.7947372033956479,173662,171871,406150,406150,120411,120411,21126,21126,99285,99285,55.10422625449054,55.10422625449054,57.171401918669595,57.171401918669595
X2703_0_cell01,X2703_0_cell01_cell_c2.tif,X2703_0.tif,X2703_0,X2703_0,n2,X,pranlukast,2703,X,0,1,C:\Users\JackM\Desktop\out\X2703_0_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\X2703_0_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\X2703_0_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n2\X2703_0_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n2\X2703_0_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n2\X2703_0_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X2703_0_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X2703_0_cell01__thesis.png,613297,55600,52984,0.09065754438714033,0.9136079256869021,560313,557697,732522,732522,289038,289038,23900,23900,265138,265138,47.12855272404724,47.12855272404724,47.319623139209696,47.319623139209696
X2703_1_cell01,X2703_1_cell01_cell_c2.tif,X2703_1.tif,X2703_1,X2703_1,n2,X,pranlukast,2703,X,1,1,C:\Users\JackM\Desktop\out\X2703_1_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\X2703_1_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\X2703_1_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n2\X2703_1_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n2\X2703_1_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n2\X2703_1_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X2703_1_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X2703_1_cell01__thesis.png,535341,55049,52375,0.10282978512761025,0.9021651620182276,482966,480292,804587,804587,229517,229517,16859,16859,212658,212658,42.873047272672935,42.873047272672935,44.03167096648625,44.03167096648625
X2703_2_cell01,X2703_2_cell01_cell_c2.tif,X2703_2.tif,X2703_2,X2703_2,n2,X,pranlukast,2703,X,2,1,C:\Users\JackM\Desktop\out\X2703_2_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\X2703_2_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\X2703_2_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n2\X2703_2_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n2\X2703_2_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n2\X2703_2_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X2703_2_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X2703_2_cell01__thesis.png,700760,80982,78224,0.11556310291683315,0.8883726240082197,622536,619778,742076,742076,358354,358354,43452,43452,314902,314902,51.13790741480678,51.13790741480678,50.58374134186617,50.58374134186617
X2703_3_cell01,X2703_3_cell01_cell_c2.tif,X2703_3.tif,X2703_3,X2703_3,n2,X,pranlukast,2703,X,3,1,C:\Users\JackM\Desktop\out\X2703_3_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\X2703_3_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\X2703_3_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n2\X2703_3_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n2\X2703_3_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n2\X2703_3_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X2703_3_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X2703_3_cell01__thesis.png,488635,126434,122362,0.2587493732540649,0.7495840453508242,366273,362201,605599,605599,252201,252201,60103,60103,192098,192098,51.613371944293796,51.613371944293796,52.44667229088685,52.44667229088685
X2703_4_cell01,X2703_4_cell01_cell_c2.tif,X2703_4.tif,X2703_4,X2703_4,n2,X,pranlukast,2703,X,4,1,C:\Users\JackM\Desktop\out\X2703_4_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\X2703_4_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\X2703_4_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n2\X2703_4_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n2\X2703_4_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n2\X2703_4_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X2703_4_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X2703_4_cell01__thesis.png,365385,53684,52112,0.14692447692160324,0.8573778343391217,313273,311701,610826,610826,202363,202363,29540,29540,172823,172823,55.38349959631621,55.38349959631621,55.166899158242174,55.166899158242174
