cell_id,crop_file_name,original_image_file_name,original_image_stem,field_of_view,bio_rep,treatment_blinded,treatment,date_code,prefix,scene_index,cell_index,mbp_cell_source_path,mbp_soma_source_path,c3_cell_source_path,mbp_cell_seg_path,mbp_soma_seg_path,c3_cell_seg_path,qc_image_path,thesis_image_path,mbp_total_area_px,mbp_soma_area_px,mbp_soma_area_within_total_px,soma_to_total_ratio,process_to_total_ratio,mbp_process_area_px,mbp_process_area_subtract_px,c3_total_area_px,nanofiber_total_area_px,mbp_c3_colocalized_area_px,mbp_nanofiber_colocalized_area_px,mbp_c3_soma_colocalized_area_px,mbp_nanofiber_soma_colocalized_area_px,mbp_c3_process_colocalized_area_px,mbp_nanofiber_process_colocalized_area_px,pct_mbp_colocalized,pct_mbp_nanofiber_colocalized,pct_process_colocalized,pct_process_nanofiber_colocalized
Y0404_2_cell02,Y0404_2_cell02_cell_c2.tif,Y0404_2.tif,Y0404_2,Y0404_2,n3,Y,vehicle,0404,Y,2,2,C:\Users\JackM\Desktop\out\Y0404_2_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\Y0404_2_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\Y0404_2_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Y0404_2_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Y0404_2_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n3\Y0404_2_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Y0404_2_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Y0404_2_cell02__thesis.png,165694,49846,49822,0.3008316535300011,0.6993131917872705,115872,115848,454253,454253,70379,70379,16412,16412,53967,53967,42.47528576774053,42.47528576774053,46.574668599834304,46.574668599834304
Z0404_0_cell01,Z0404_0_cell01_cell_c2.tif,Z0404_0.tif,Z0404_0,Z0404_0,n3,Z,HAMI3379,0404,Z,0,1,C:\Users\JackM\Desktop\out\Z0404_0_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Z0404_0_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Z0404_0_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_0_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_0_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n3\Z0404_0_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z0404_0_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z0404_0_cell01__thesis.png,483243,92072,91785,0.19052940239175736,0.8100645017103196,391458,391171,693342,693342,270412,270412,37296,37296,233116,233116,55.957768658832094,55.957768658832094,59.550705311936404,59.550705311936404
Z0404_0_cell02,Z0404_0_cell02_cell_c2.tif,Z0404_0.tif,Z0404_0,Z0404_0,n3,Z,HAMI3379,0404,Z,0,2,C:\Users\JackM\Desktop\out\Z0404_0_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\Z0404_0_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\Z0404_0_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_0_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_0_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n3\Z0404_0_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z0404_0_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z0404_0_cell02__thesis.png,333889,68486,68116,0.20511607150879485,0.7959920812006386,265773,265403,251671,251671,165165,165165,30715,30715,134450,134450,49.467038446909,49.467038446909,50.58828398671046,50.58828398671046
Z0404_0_cell03,Z0404_0_cell03_cell_c2.tif,Z0404_0.tif,Z0404_0,Z0404_0,n3,Z,HAMI3379,0404,Z,0,3,C:\Users\JackM\Desktop\out\Z0404_0_cell03_cell_c2.tif,C:\Users\JackM\Desktop\out\Z0404_0_cell03_soma_c2.tif,C:\Users\JackM\Desktop\out\Z0404_0_cell03_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_0_cell03_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_0_cell03_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n3\Z0404_0_cell03_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z0404_0_cell03__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z0404_0_cell03__thesis.png,188176,43361,43297,0.23042789728764562,0.7699122098461015,144879,144815,327126,327126,104682,104682,18371,18371,86311,86311,55.62983589830797,55.62983589830797,59.57454151395303,59.57454151395303
Z0404_0_cell04,Z0404_0_cell04_cell_c2.tif,Z0404_0.tif,Z0404_0,Z0404_0,n3,Z,HAMI3379,0404,Z,0,4,C:\Users\JackM\Desktop\out\Z0404_0_cell04_cell_c2.tif,C:\Users\JackM\Desktop\out\Z0404_0_cell04_soma_c2.tif,C:\Users\JackM\Desktop\out\Z0404_0_cell04_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_0_cell04_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_0_cell04_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n3\Z0404_0_cell04_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z0404_0_cell04__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z0404_0_cell04__thesis.png,288305,76251,75571,0.2644803246561801,0.7378782886179567,212734,212054,362098,362098,148582,148582,39911,39911,108671,108671,51.53639374967482,51.53639374967482,51.08304267300948,51.08304267300948
Z0404_0_cell05,Z0404_0_cell05_cell_c2.tif,Z0404_0.tif,Z0404_0,Z0404_0,n3,Z,HAMI3379,0404,Z,0,5,C:\Users\JackM\Desktop\out\Z0404_0_cell05_cell_c2.tif,C:\Users\JackM\Desktop\out\Z0404_0_cell05_soma_c2.tif,C:\Users\JackM\Desktop\out\Z0404_0_cell05_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_0_cell05_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_0_cell05_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n3\Z0404_0_cell05_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z0404_0_cell05__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z0404_0_cell05__thesis.png,189679,63630,63489,0.3354614902018674,0.6652818709503951,126190,126049,270290,270290,110336,110336,32122,32122,78214,78214,58.16985538725953,58.16985538725953,61.98113955147001,61.98113955147001
Z0404_1_cell01,Z0404_1_cell01_cell_c2.tif,Z0404_1.tif,Z0404_1,Z0404_1,n3,Z,HAMI3379,0404,Z,1,1,C:\Users\JackM\Desktop\out\Z0404_1_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Z0404_1_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Z0404_1_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_1_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_1_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n3\Z0404_1_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z0404_1_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z0404_1_cell01__thesis.png,295895,98409,97917,0.33258081414015106,0.669081937849575,197978,197486,760541,760541,156815,156815,57117,57117,99698,99698,52.99684009530408,52.99684009530408,50.358120599258505,50.358120599258505
Z0404_51_cell01,Z0404_51_cell01_cell_c2.tif,Z0404_51.tif,Z0404_51,Z0404_51,n3,Z,HAMI3379,0404,Z,51,1,C:\Users\JackM\Desktop\out\Z0404_51_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Z0404_51_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Z0404_51_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_51_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_51_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n3\Z0404_51_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z0404_51_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z0404_51_cell01__thesis.png,191442,59409,59277,0.310323753408343,0.690365750462281,132165,132033,474318,474318,111514,111514,31600,31600,79914,79914,58.24949593088245,58.24949593088245,60.46532743161956,60.46532743161956
Z0404_52_cell01,Z0404_52_cell01_cell_c2.tif,Z0404_52.tif,Z0404_52,Z0404_52,n3,Z,HAMI3379,0404,Z,52,1,C:\Users\JackM\Desktop\out\Z0404_52_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Z0404_52_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Z0404_52_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_52_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_52_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n3\Z0404_52_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z0404_52_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z0404_52_cell01__thesis.png,176453,56894,56565,0.3224314690030773,0.679433050160666,119888,119559,204326,204326,122003,122003,38491,38491,83512,83512,69.14192447847302,69.14192447847302,69.65834779127185,69.65834779127185
Z0404_52_cell02,Z0404_52_cell02_cell_c2.tif,Z0404_52.tif,Z0404_52,Z0404_52,n3,Z,HAMI3379,0404,Z,52,2,C:\Users\JackM\Desktop\out\Z0404_52_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\Z0404_52_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\Z0404_52_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_52_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n3\Z0404_52_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n3\Z0404_52_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Z0404_52_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Z0404_52_cell02__thesis.png,207232,49733,49511,0.2399870676343422,0.7610841954910439,157721,157499,322341,322341,127871,127871,22428,22428,105443,105443,61.70427347127857,61.70427347127857,66.85412849271816,66.85412849271816
X1605_0_cell01,X1605_0_cell01_cell_c2.tif,X1605_0.tif,X1605_0,X1605_0,n4,X,pranlukast,1605,X,0,1,C:\Users\JackM\Desktop\out\X1605_0_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\X1605_0_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\X1605_0_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_0_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_0_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_0_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X1605_0_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X1605_0_cell01__thesis.png,320804,45246,44330,0.14103938853630255,0.8618159374571389,276474,275558,276391,276391,94434,94434,12211,12211,82223,82223,29.43666537823718,29.43666537823718,29.739867039938655,29.739867039938655
X1605_0_cell02,X1605_0_cell02_cell_c2.tif,X1605_0.tif,X1605_0,X1605_0,n4,X,pranlukast,1605,X,0,2,C:\Users\JackM\Desktop\out\X1605_0_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\X1605_0_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\X1605_0_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_0_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_0_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_0_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X1605_0_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X1605_0_cell02__thesis.png,204011,32474,31211,0.15917769139899318,0.8470131512516482,172800,171537,455683,455683,80153,80153,14749,14749,65404,65404,39.28856777330634,39.28856777330634,37.84953703703703,37.84953703703703
X1605_1_cell01,X1605_1_cell01_cell_c2.tif,X1605_1.tif,X1605_1,X1605_1,n4,X,pranlukast,1605,X,1,1,C:\Users\JackM\Desktop\out\X1605_1_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\X1605_1_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\X1605_1_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_1_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_1_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_1_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X1605_1_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X1605_1_cell01__thesis.png,134376,45578,44852,0.33918259212954693,0.6662201583616122,89524,88798,328293,328293,49911,49911,23769,23769,26142,26142,37.14279335595642,37.14279335595642,29.20110808274876,29.20110808274876
X1605_1_cell02,X1605_1_cell02_cell_c2.tif,X1605_1.tif,X1605_1,X1605_1,n4,X,pranlukast,1605,X,1,2,C:\Users\JackM\Desktop\out\X1605_1_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\X1605_1_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\X1605_1_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_1_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_1_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_1_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X1605_1_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X1605_1_cell02__thesis.png,137860,63648,61875,0.46168576817060786,0.5511751051791672,75985,74212,274858,274858,59246,59246,32979,32979,26267,26267,42.97548237342232,42.97548237342232,34.568664868066065,34.568664868066065
X1605_2_cell01,X1605_2_cell01_cell_c2.tif,X1605_2.tif,X1605_2,X1605_2,n4,X,pranlukast,1605,X,2,1,C:\Users\JackM\Desktop\out\X1605_2_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\X1605_2_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\X1605_2_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_2_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_2_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_2_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X1605_2_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X1605_2_cell01__thesis.png,73496,31379,30804,0.42694840535539347,0.5808751496680091,42692,42117,367055,367055,41866,41866,13802,13802,28064,28064,56.96364427996081,56.96364427996081,65.73596926824698,65.73596926824698
X1605_3_cell01,X1605_3_cell01_cell_c2.tif,X1605_3.tif,X1605_3,X1605_3,n4,X,pranlukast,1605,X,3,1,C:\Users\JackM\Desktop\out\X1605_3_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\X1605_3_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\X1605_3_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_3_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_3_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_3_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X1605_3_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X1605_3_cell01__thesis.png,323589,36196,35730,0.11185794325517864,0.889582155141244,287859,287393,371682,371682,135665,135665,12214,12214,123451,123451,41.92509634134659,41.92509634134659,42.88592679054676,42.88592679054676
X1605_3_cell02,X1605_3_cell02_cell_c2.tif,X1605_3.tif,X1605_3,X1605_3,n4,X,pranlukast,1605,X,3,2,C:\Users\JackM\Desktop\out\X1605_3_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\X1605_3_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\X1605_3_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_3_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_3_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_3_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X1605_3_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X1605_3_cell02__thesis.png,153836,30106,29819,0.19570191632647754,0.8061637068046491,124017,123730,180059,180059,62254,62254,13190,13190,49064,49064,40.467770872877615,40.467770872877615,39.56231806929695,39.56231806929695
X1605_3_cell03,X1605_3_cell03_cell_c2.tif,X1605_3.tif,X1605_3,X1605_3,n4,X,pranlukast,1605,X,3,3,C:\Users\JackM\Desktop\out\X1605_3_cell03_cell_c2.tif,C:\Users\JackM\Desktop\out\X1605_3_cell03_soma_c2.tif,C:\Users\JackM\Desktop\out\X1605_3_cell03_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_3_cell03_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\X1605_3_cell03_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\X1605_3_cell03_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\X1605_3_cell03__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\X1605_3_cell03__thesis.png,203581,33153,32274,0.1628491853365491,0.8414685063930327,171307,170428,310881,310881,81452,81452,12992,12992,68460,68460,40.00962761750851,40.00962761750851,39.96334066909116,39.96334066909116
Y1605_0_cell01,Y1605_0_cell01_cell_c2.tif,Y1605_0.tif,Y1605_0,Y1605_0,n4,Y,vehicle,1605,Y,0,1,C:\Users\JackM\Desktop\out\Y1605_0_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Y1605_0_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Y1605_0_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_0_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_0_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_0_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Y1605_0_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Y1605_0_cell01__thesis.png,334122,32897,32219,0.09845804825782199,0.9035711506575442,301903,301225,1495478,1495478,228651,228651,24108,24108,204543,204543,68.43338660728716,68.43338660728716,67.75123135576658,67.75123135576658
Y1605_1_cell01,Y1605_1_cell01_cell_c2.tif,Y1605_1.tif,Y1605_1,Y1605_1,n4,Y,vehicle,1605,Y,1,1,C:\Users\JackM\Desktop\out\Y1605_1_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Y1605_1_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Y1605_1_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_1_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_1_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_1_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Y1605_1_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Y1605_1_cell01__thesis.png,520962,99511,98096,0.1910139319182589,0.8117021970892311,422866,421451,1687044,1687044,359130,359130,70298,70298,288832,288832,68.93593006783604,68.93593006783604,68.30343418482451,68.30343418482451
Y1605_2_cell01,Y1605_2_cell01_cell_c2.tif,Y1605_2.tif,Y1605_2,Y1605_2,n4,Y,vehicle,1605,Y,2,1,C:\Users\JackM\Desktop\out\Y1605_2_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Y1605_2_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Y1605_2_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_2_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_2_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_2_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Y1605_2_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Y1605_2_cell01__thesis.png,312339,44627,43433,0.14288001178207013,0.8609427577087716,268906,267712,911364,911364,201633,201633,32199,32199,169434,169434,64.55581915803022,64.55581915803022,63.00863498769087,63.00863498769087
Y1605_3_cell01,Y1605_3_cell01_cell_c2.tif,Y1605_3.tif,Y1605_3,Y1605_3,n4,Y,vehicle,1605,Y,3,1,C:\Users\JackM\Desktop\out\Y1605_3_cell01_cell_c2.tif,C:\Users\JackM\Desktop\out\Y1605_3_cell01_soma_c2.tif,C:\Users\JackM\Desktop\out\Y1605_3_cell01_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_3_cell01_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_3_cell01_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_3_cell01_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Y1605_3_cell01__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Y1605_3_cell01__thesis.png,217235,65737,64259,0.30260777499021796,0.7041959168642253,152976,151498,361429,361429,143130,143130,44066,44066,99064,99064,65.88717287729878,65.88717287729878,64.75787051563644,64.75787051563644
Y1605_3_cell02,Y1605_3_cell02_cell_c2.tif,Y1605_3.tif,Y1605_3,Y1605_3,n4,Y,vehicle,1605,Y,3,2,C:\Users\JackM\Desktop\out\Y1605_3_cell02_cell_c2.tif,C:\Users\JackM\Desktop\out\Y1605_3_cell02_soma_c2.tif,C:\Users\JackM\Desktop\out\Y1605_3_cell02_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_3_cell02_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_3_cell02_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_3_cell02_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Y1605_3_cell02__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Y1605_3_cell02__thesis.png,397291,103524,101476,0.26057474244319656,0.7445801691958791,295815,293767,505932,505932,255370,255370,59660,59660,195710,195710,64.27782154642316,64.27782154642316,66.15959298886128,66.15959298886128
Y1605_3_cell03,Y1605_3_cell03_cell_c2.tif,Y1605_3.tif,Y1605_3,Y1605_3,n4,Y,vehicle,1605,Y,3,3,C:\Users\JackM\Desktop\out\Y1605_3_cell03_cell_c2.tif,C:\Users\JackM\Desktop\out\Y1605_3_cell03_soma_c2.tif,C:\Users\JackM\Desktop\out\Y1605_3_cell03_cell_c3.tif,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_3_cell03_cell_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\mbp\n4\Y1605_3_cell03_soma_c2__mbp_seg.tiff,C:\Users\JackM\src2\ensheathment\ilastik_outputs\c3\n4\Y1605_3_cell03_cell_c3__c3_seg.tiff,C:\Users\JackM\src2\ensheathment\quantification\qc\Y1605_3_cell03__qc.png,C:\Users\JackM\src2\ensheathment\quantification\thesis\Y1605_3_cell03__thesis.png,157698,74027,73195,0.46942256718537967,0.5358533399282173,84503,83671,347632,347632,97209,97209,46204,46204,51005,51005,61.642506563177726,61.642506563177726,60.35880382944985,60.35880382944985
