stain_label,calcium_label,overlap_px,frac_stain,stain_area,calcium_area,calcium AUC,calcium response time,calcium_auc_w1,calcium_auc_w2,calcium_auc_w3,calcium_auc_norm_w1,calcium_auc_norm_w2,calcium_auc_norm_w3,calcium_active_time_w1,calcium_active_time_w2,calcium_active_time_w3,calcium_response_time_w1,calcium_response_time_w2,calcium_response_time_w3,calcium_auc_w2_w3,calcium_auc_norm_w2_w3,calcium_AUC_norm,calcium_baseline_F0,calcium_baseline_mean_dff,calcium_baseline_sd_dff,cell_area,O4_prop,O4_mfi_norm,PDGFRa_prop,PDGFRa_mfi_norm,MBP_prop,MBP_mfi_norm
80,57,7787,0.8337259100642398,9340,8235,1.5564037340227515,0.0,0.009037263691425323,0.007686924654990435,1.548716809367761,0.0001506210615237554,0.00011304300963221227,0.023826412451811708,60.0,68.0,65.0,0.0,0.0,0.015151515151515152,1.5564037340227515,0.011702283714456778,0.011702283714456778,729.4356079101562,0.0004181750409770757,0.0186275914311409,1506,0.07370517928286853,0.9945185006052184,0.0,1.0782508590968969,0.9893758300132802,2.6362982288051233
143,114,7435,0.7327288853848428,10147,9257,0.4054143737303093,0.0,0.06621655708295293,0.030280159902758896,0.3751342138275504,0.0011036092847158821,0.0004452964691582191,0.00577129559734693,60.0,68.0,65.0,0.0,0.0,0.0,0.4054143737303093,0.0030482283739121,0.0030482283739121,2519.601806640625,-0.0015653088921681046,0.015809059143066406,8912,0.5056104129263914,1.9341218158239877,0.0,1.31765806857278,0.6860412926391383,2.968835853256602
38,18,7431,0.8394713059195662,8852,8106,31.06065482646227,0.0,0.010107847861945629,0.0,31.06065482646227,0.00016846413103242716,0.0,0.4778562280994195,60.0,68.0,65.0,0.0,0.0,0.5757575757575758,31.06065482646227,0.23353875809370128,0.23353875809370128,785.5164184570312,-0.008904590271413326,0.02878982201218605,1,1.0,1.2525936775619706,0.0,0.9275581812144958,0.0,1.163956641248222
428,337,7103,0.7112958141397957,9986,7723,12.267854588048067,0.07246376811594203,0.6548392794211395,6.077994376362767,6.1898602116853,0.010913987990352324,0.08938227024062893,0.0937857607831106,60.0,68.0,66.0,0.0,0.07246376811594203,0.07462686567164178,12.267854588048067,0.09155115364214976,0.09155115364214976,452.98931884765625,0.004645658191293478,0.033868562430143356,2172,0.2992633517495396,1.1790366361685458,0.0,1.097975656313021,0.9673112338858195,3.210725315825625
146,118,6742,0.7042724328841533,9573,9141,52.617339114658535,0.0,1.0942798708565533,0.577950207516551,52.03938890714198,0.01823799784760922,0.008499267757596338,0.8006059831867998,60.0,68.0,65.0,0.0,0.0,0.6363636363636364,52.617339114658535,0.39561909108765814,0.39561909108765814,760.9439697265625,0.00028596355696208775,0.028003444895148277,0,0.0,,0.0,,0.0,
306,234,6594,0.7701471618780659,8562,7795,10.506215964909643,0.0,0.1122175972268451,0.040296895429492,10.465919069480151,0.0019019931733363577,0.0005926014033748823,0.16101413953046387,59.0,68.0,65.0,0.0,0.0,0.3484848484848485,10.506215964909643,0.07899410499932062,0.07899410499932062,1083.1954345703125,-0.0009184940136037767,0.023896675556898117,0,0.0,,0.0,,0.0,
252,195,6435,0.7753946258585371,8299,6682,5.586472588125616,0.0,0.18498429795727134,0.05130772106349468,5.535164867062122,0.0031353270840215482,0.0007545253097572748,0.08515638257018648,59.0,68.0,65.0,0.0,0.0,0.16666666666666666,5.586472588125616,0.04200355329417756,0.04200355329417756,1102.41455078125,-0.00501210754737258,0.025219108909368515,757,0.0,1.3468360930169014,0.0,1.1776986554477678,1.0,2.0244691444117824
175,131,6310,0.9761757425742574,6464,11711,10.017722936579958,0.0,1.1851621247187722,2.031540363561362,7.986182573018596,0.019752702078646205,0.03032149796360242,0.12286434727720916,60.0,67.0,65.0,0.0,0.0,0.18181818181818182,10.017722936579958,0.07589184042863605,0.07589184042863605,656.0020751953125,-0.0011990618659183383,0.02414342761039734,0,0.0,,0.0,,0.0,
293,225,5832,0.8508899912459877,6854,8125,2.382508125738241,0.0,0.4000328052206896,1.0609140382730402,1.3215940874652006,0.006780217037638807,0.015601677033427061,0.020332216730233856,59.0,68.0,65.0,0.0,0.0,0.015151515151515152,2.382508125738241,0.017913594930362712,0.017913594930362712,747.18359375,-0.0036343925166875124,0.025854984298348427,1545,0.0,0.9509089589520933,0.0,1.0481526513788177,1.0,3.1110170850656287
101,69,5746,0.9722504230118443,5910,11122,72.61723778350279,0.0,0.7933125272393227,0.024274955969303846,72.59296282753348,0.01322187545398871,0.0003569846466074095,1.1168148127312845,60.0,68.0,65.0,0.0,0.0,0.696969696969697,72.61723778350279,0.5459942690488931,0.5459942690488931,870.2308959960938,0.003463262226432562,0.02039022371172905,528,0.5833333333333334,1.2131104243702187,0.38825757575757575,1.2890759255513258,0.028409090909090908,1.1764861703413483
258,197,5094,0.9263502454991817,5499,9972,3.885007037795731,0.0,0.05719861466786824,2.4940304616466165,1.3909765761491144,0.0009694680452181058,0.03667691855362671,0.021399639633063298,59.0,68.0,65.0,0.0,0.0,0.015151515151515152,3.885007037795731,0.029210579231546848,0.029210579231546848,520.9140625,-0.002291977172717452,0.030034324154257774,926,0.024838012958963283,1.104000005350931,0.0,1.1178902056066895,0.9751619870410367,1.9455086169983014
