calcium_label,calcium AUC,calcium response time,calcium_auc_w1,calcium_auc_w2,calcium_auc_w3,calcium_auc_norm_w1,calcium_auc_norm_w2,calcium_auc_norm_w3,calcium_active_time_w1,calcium_active_time_w2,calcium_active_time_w3,calcium_response_time_w1,calcium_response_time_w2,calcium_response_time_w3,calcium_auc_w2_w3,calcium_auc_norm_w2_w3,calcium_AUC_norm,calcium_baseline_F0,calcium_baseline_mean_dff,calcium_baseline_sd_dff
1,44.48730341298506,0.0,2.394842396490276,2.8794353301636875,41.60786808282137,0.03470786081869965,0.04113479043090982,0.6604423505209741,69.0,70.0,63.0,0.0,0.0,0.453125,44.48730341298506,0.3344910031051508,0.3344910031051508,663.909423828125,-0.0025602183304727077,0.03718588873744011
2,132.45696645608405,0.0,1.4053072968963534,2.050464975705836,130.4065014803782,0.02036677241878773,0.029292356795797655,2.0699444679425114,69.0,70.0,63.0,0.0,0.0,0.796875,132.45696645608405,0.9959170410231883,0.9959170410231883,838.7240600585938,0.0027205143123865128,0.03476167097687721
3,143.39954612823203,0.0,5.786572448909283,4.055140462238342,139.3444056659937,0.08386336882477222,0.05793057803197631,2.2118159629522807,69.0,70.0,63.0,0.014285714285714285,0.0,0.859375,143.39954612823203,1.0781920761521206,1.0781920761521206,880.6025390625,0.006088488735258579,0.05034463107585907
4,137.03706707502715,0.08450704225352113,1.3842119444161654,1.2081741921138018,135.82889288291335,0.020061042672698048,0.017259631315911454,2.1560141727446562,69.0,70.0,63.0,0.0,0.08450704225352113,0.875,137.03706707502715,1.030353887782159,1.030353887782159,968.1131591796875,-0.0017441452946513891,0.019735107198357582
5,94.67080699759754,0.0,0.6649165639537387,0.11757115228101611,94.55323584531652,0.009636471941358532,0.0016795878897288017,1.5008450134177225,69.0,70.0,63.0,0.0,0.0,0.703125,94.67080699759754,0.7118105789293048,0.7118105789293048,549.052490234375,-0.004815105348825455,0.03280908986926079
6,11.324369935318828,0.0,0.8835635999566875,0.0,11.324369935318828,0.012805269564589675,0.0,0.1797519037352195,69.0,70.0,63.0,0.0,0.0,0.453125,11.324369935318828,0.08514563861141976,0.08514563861141976,933.6807250976562,0.004900910891592503,0.043190039694309235
7,133.77527601696784,0.0,1.311666555411648,0.23609912424581125,133.53917689272203,0.019009660223357216,0.0033728446320830177,2.1196694744876514,69.0,70.0,63.0,0.0,0.0,0.828125,133.77527601696784,1.0058291429847206,1.0058291429847206,656.2952880859375,-0.011410904116928577,0.05576174333691597
8,75.63719111098908,0.028169014084507043,2.500545308692381,5.672962674638256,69.96422843635082,0.036239787082498275,0.08104232392340366,1.110543308513505,69.0,70.0,63.0,0.0,0.028169014084507043,0.953125,75.63719111098908,0.5687006850450307,0.5687006850450307,527.4500122070312,0.001880686730146408,0.037000831216573715
9,136.85869945026934,0.14084507042253522,0.8864867840893567,10.213057348504663,126.64564210176468,0.012847634552019661,0.14590081926435233,2.010248287329598,69.0,70.0,63.0,0.0,0.14084507042253522,1.0,136.85869945026934,1.029012777821574,1.029012777821574,673.099853515625,0.004231956787407398,0.056815098971128464
10,171.04038176499307,0.18309859154929578,0.3493392119416967,10.18991813622415,160.85046362876892,0.005062887129589807,0.14557025908891644,2.5531819623614114,69.0,70.0,63.0,0.0,0.18309859154929578,1.0,171.04038176499307,1.2860179080074667,1.2860179080074667,650.7880859375,0.002044118009507656,0.02244352363049984
11,63.74199322576169,0.0,0.5939566195011139,0.3823313672328368,63.35966185852885,0.008608066949291506,0.005461876674754811,1.0057089183893468,69.0,70.0,63.0,0.0,0.0,0.515625,63.74199322576169,0.4792631069606142,0.4792631069606142,698.5330810546875,-0.004594010300934315,0.04142650216817856
12,184.00819505983964,0.08450704225352113,1.565248506842181,3.6178974085487425,180.3902976512909,0.022684760968727263,0.05168424869355347,2.8633380579569985,69.0,70.0,63.0,0.0,0.08450704225352113,1.0,184.00819505983964,1.3835202636078168,1.3835202636078168,377.49627685546875,-0.001994419377297163,0.03765685856342316
13,133.4100166192511,0.056338028169014086,8.74091162532568,3.644420095370151,129.76559652388096,0.12667987862790842,0.05206314421957359,2.059771373394936,69.0,70.0,63.0,0.18571428571428572,0.056338028169014086,0.875,133.4100166192511,1.0030828317236926,1.0030828317236926,575.4815673828125,0.005587984342128038,0.0340927392244339
14,154.6989769982174,0.014084507042253521,1.4538849300006405,2.512899790890515,152.1860772073269,0.021070796086965805,0.03589856844129307,2.415652019163919,69.0,70.0,63.0,0.0,0.014084507042253521,1.0,154.6989769982174,1.1631502029941159,1.1631502029941159,603.0606689453125,0.002207905985414982,0.03828758746385574
15,42.728701589629054,0.0,3.316681137541309,3.4688564371317625,39.25984515249729,0.04806784257306245,0.04955509195902518,0.6231721452777348,69.0,70.0,63.0,0.0,0.0,0.75,42.728701589629054,0.32126843300472974,0.32126843300472974,467.09918212890625,0.009614646434783936,0.06650630384683609
16,0.023704008664935827,0.0,1.1678251579869539,0.023704008664935827,0.0,0.016925002289665998,0.00033862869521336897,0.0,69.0,70.0,63.0,0.0,0.0,0.0,0.023704008664935827,0.00017822562905966786,0.00017822562905966786,1058.9482421875,0.0033233612775802612,0.03624674305319786
17,96.5689469036297,0.0,0.7092631332925521,1.6865854152129032,94.88236148841679,0.010279175844819596,0.024094077360184332,1.5060692299748697,69.0,70.0,63.0,0.0,0.0,0.65625,96.5689469036297,0.7260823075460879,0.7260823075460879,542.6043701171875,0.010324093513190746,0.0363151878118515
18,164.58896580926375,0.11267605633802817,0.4727271556039341,7.473801827349234,157.11516398191452,0.006851118197158465,0.1067685975335605,2.493891491776421,69.0,70.0,63.0,0.0,0.11267605633802817,1.0,164.58896580926375,1.237511021122284,1.237511021122284,457.4692077636719,0.004252573475241661,0.05030069500207901
19,22.678045778677188,0.0,0.4573103560251184,0.03020167610156932,22.64784410257562,0.006627686319204614,0.00043145251573670457,0.35948958892977173,69.0,70.0,63.0,0.0,0.0,0.734375,22.678045778677188,0.17051162239606907,0.17051162239606907,1299.135986328125,-8.502509444952011e-05,0.023095780983567238
20,31.056381117086858,0.0,1.0512980544008315,2.6901680040173233,28.366213113069534,0.015236203686968573,0.03843097148596176,0.4502573510011037,69.0,70.0,63.0,0.0,0.0,0.703125,31.056381117086858,0.2335066249405027,0.2335066249405027,408.323974609375,0.005538534373044968,0.044046465307474136
21,52.89898771094158,0.04225352112676056,3.533962889807299,5.057981431949884,47.8410062789917,0.051216853475468095,0.07225687759928405,0.7593810520474873,69.0,70.0,63.0,0.0,0.04225352112676056,0.984375,52.89898771094158,0.39773674970632766,0.39773674970632766,755.4840087890625,-0.008634158410131931,0.042201634496450424
22,131.09254190931097,0.014084507042253521,2.496474474668503,6.650246551726013,124.44229535758495,0.03618078948794932,0.09500352216751448,1.9752745294854754,69.0,70.0,63.0,0.0,0.014084507042253521,0.9375,131.09254190931097,0.9856582098444434,0.9856582098444434,647.6976318359375,0.0063071721233427525,0.03683164715766907
23,0.13812902243807912,0.0,0.3151067236321978,0.13812902243807912,0.0,0.0045667641106115625,0.001973271749115416,0.0,69.0,70.0,63.0,0.0,0.0,0.0,0.13812902243807912,0.001038564078481798,0.001038564078481798,645.321533203125,0.0026954992208629847,0.027194952592253685
24,34.680578337283805,0.0,1.3333739553345367,2.200576629722491,32.480001707561314,0.019324260222239664,0.031436808996035584,0.5155555826597034,69.0,70.0,63.0,0.0,0.0,0.5,34.680578337283805,0.26075622809987825,0.26075622809987825,491.3901672363281,-0.009485311806201935,0.03900250792503357
25,141.41404977848288,0.0,1.3550413807388395,0.5681297898991033,140.84591998858377,0.019638280880273036,0.008116139855701476,2.235649523628314,69.0,70.0,63.0,0.0,0.0,0.765625,141.41404977848288,1.0632635321690442,1.0632635321690442,792.111328125,0.0028571097645908594,0.033977072685956955
26,214.46506514662178,0.18309859154929578,0.816876360680908,10.322080041107256,204.14298510551453,0.011838787835955189,0.14745828630153224,3.240364842944675,69.0,70.0,63.0,0.0,0.18309859154929578,1.0,214.46506514662178,1.612519286816705,1.612519286816705,411.3627624511719,-0.007329162210226059,0.04086272045969963
27,100.78436174523085,0.04225352112676056,1.7169566848315299,1.973738337866962,98.81062340736389,0.02488343021494971,0.028196261969528028,1.5684225937676808,69.0,70.0,63.0,0.0,0.04225352112676056,1.0,100.78436174523085,0.7577771559791794,0.7577771559791794,970.1328125,0.005983497016131878,0.019033465534448624
28,10.194337404669568,0.0,0.5863531928625889,0.8877754888953859,9.306561915774182,0.008497872360327376,0.012682506984219799,0.1477232050122886,69.0,70.0,63.0,0.0,0.0,0.109375,10.194337404669568,0.07664915341856818,0.07664915341856818,580.5663452148438,-0.0189274363219738,0.05732870474457741
