stain_label,calcium_label,overlap_px,frac_stain,stain_area,calcium_area,calcium AUC,calcium response time,calcium_auc_w1,calcium_auc_w2,calcium_auc_w3,calcium_auc_norm_w1,calcium_auc_norm_w2,calcium_auc_norm_w3,calcium_active_time_w1,calcium_active_time_w2,calcium_active_time_w3,calcium_response_time_w1,calcium_response_time_w2,calcium_response_time_w3,calcium_auc_w2_w3,calcium_auc_norm_w2_w3,calcium_AUC_norm,calcium_baseline_F0,calcium_baseline_mean_dff,calcium_baseline_sd_dff,cell_area,O4_prop,O4_mfi_norm,PDGFRa_prop,PDGFRa_mfi_norm,MBP_prop,MBP_mfi_norm
472,227,6930,0.802640722724114,8634,11783,50.34974756836891,0.984375,7.846033029258251,21.752700597047806,28.597046971321106,0.11371062361243842,0.3452809618579017,0.43995456878955547,69.0,63.0,65.0,0.7428571428571429,0.984375,1.0,50.34974756836891,0.3933574028778821,0.3933574028778821,2040.11669921875,0.0013763970928266644,0.014211679808795452,12054,0.920358387257342,1.6530967357391793,0.007881201260992201,0.9384946532673237,0.3646092583374813,1.8569672940064414
216,101,6287,0.7086339044183949,8872,8785,42.3561085164547,1.0,7.657831883057952,16.156132459640503,26.199976056814194,0.11098307076895582,0.2564465469784207,0.40307655472021836,69.0,63.0,65.0,0.5857142857142857,1.0,1.0,42.3561085164547,0.3309070977848023,0.3309070977848023,1819.398681640625,0.0031097610481083393,0.01697574555873871,74,0.0,1.1917213553336694,0.0,1.8874017724178929,1.0,2.3343642340310673
211,88,5241,0.7079562339592057,7403,7902,45.899871081113815,0.6875,8.690237451461144,14.624445259571075,31.27542582154274,0.12594547031103107,0.2321340517392234,0.4811603972545037,69.0,63.0,65.0,0.4857142857142857,0.6875,1.0,45.899871081113815,0.3585927428212017,0.3585927428212017,1181.995849609375,0.002947889268398285,0.03148098662495613,3239,0.6937326335288669,1.451418724913904,0.0,1.064700559258849,0.5937017598024081,2.2530986401054407
117,42,4512,0.953709575142676,4731,8856,2.840787864755839,0.0,0.15979957894887775,0.0051666973158717155,2.8356211674399674,0.0023159359267953296,8.201106850590025e-05,0.04362494103753796,69.0,63.0,65.0,0.0,0.0,0.0,2.840787864755839,0.022193655193404993,0.022193655193404993,3723.705078125,0.000992196029983461,0.019070249050855637,3536,0.3877262443438914,1.5668412178135558,0.0,1.026750526463851,0.7856334841628959,2.061164546550961
90,35,4362,0.8412729026036644,5185,7420,0.0,0.0,0.10584625945193693,0.0,0.0,0.001534003760172999,0.0,0.0,69.0,63.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,4003.76171875,0.0012602991191670299,0.014548446983098984,64,0.0,1.459325746531378,0.0,1.0885220437163199,1.0,1.6702656257081356
270,122,4141,1.0,4141,12306,0.32352674654976,0.0,0.6600797218343359,0.1227847184491111,0.2007420281006489,0.009566372780207767,0.0019489637849065254,0.003088338893856137,69.0,63.0,65.0,0.0,0.0,0.0,0.32352674654976,0.00252755270742,0.00252755270742,5487.6162109375,0.0006468379287980497,0.00897141732275486,0,0.0,,0.0,,0.0,
468,219,4133,0.9065584558017109,4559,7047,20.74660510569811,0.65625,4.760875822976232,12.978747837245464,7.767857268452644,0.06899820033298887,0.2060118704324677,0.11950549643773299,69.0,63.0,65.0,0.014285714285714285,0.65625,0.045454545454545456,20.74660510569811,0.16208285238826647,0.16208285238826647,1433.6392822265625,-0.0014753867872059345,0.033740632236003876,6356,0.9880427942101951,1.7541167693752164,0.05018879798615482,1.007246749040708,0.12460667086217747,1.467826052244576
250,109,3603,0.8162664250113276,4414,7689,44.555359959602356,1.0,10.258032547309995,21.11318787932396,23.442172080278397,0.14866713836681153,0.3351299663384755,0.3606488012350523,69.0,63.0,65.0,0.7428571428571429,1.0,1.0,44.555359959602356,0.3480887496843934,0.3480887496843934,3162.1318359375,-0.0020803792867809534,0.01781860925257206,18,1.0,1.3575205868171274,0.0,0.7938171622645301,0.0,1.1617053329576128
547,268,3526,0.9547793122122935,3693,7629,5.2393137398175895,0.328125,1.5037784182932228,4.948688687756658,0.2906250520609319,0.021482548832760327,0.07855061409137552,0.0044711546470912605,70.0,63.0,65.0,0.0,0.328125,0.0,5.2393137398175895,0.04093213859232492,0.04093213859232492,2994.103515625,1.330026952928165e-05,0.021442076191306114,763,0.0,1.446682320612831,0.0,2.2925893612524697,1.0,2.4033313412411292
392,185,3382,0.976046176046176,3465,9408,16.469615273177624,0.96875,7.428115796297789,10.02072548866272,6.448889784514904,0.10765385212025781,0.1590591347406781,0.09921368899253699,69.0,63.0,65.0,0.42857142857142855,0.96875,0.16666666666666666,16.469615273177624,0.12866886932170019,0.12866886932170019,2571.693115234375,-0.002387744840234518,0.023117290809750557,2715,1.0,1.5399996891935919,0.0,0.9427538934398555,0.0,1.3849001632429856
